user_id,gender,location,user_watch_history,preferred_genre,preferred_country
U000324,Female,United States,"[""king2hearts""]",Romance,Japan
U000325,Prefer not to say,Singapore,"[""sh**ting stars""]",Romance,South Korea
U000326,Non-binary,India,"[""priest""]",Political,South Korea
U000327,Female,Bangladesh,"[""kabe sa doujin sakka no neko yashiki-kun wa shouninyokkyuu wo kojiraseteiru"", ""children of nobody"", ""mae krua kon mai"", ""bad prosecutor"", ""kairos"", ""khing kor rar khar kor rang"", ""a tale of thousand stars""]",Drama,South Korea
U000328,Female,United States,"[""my roommate is a gumiho"", ""boss & me"", ""suspicious partner"", ""my little happiness"", ""stranger season 2"", ""miss rose""]",Law,Taiwan
U000329,Female,United States,"[""black""]",Thriller,Taiwan
U000330,Female,United States,"[""the untamed special edition"", ""reply 1988"", ""eve"", ""hotel king"", ""missing: the other side"", ""yyy"", ""coffee prince"", ""i need romance season 3"", ""my princess"", ""squid game"", ""sisters-in-law"", ""let's eat something, anna"", ""anniversary anyway"", ""heartstrings""]",Fantasy,South Korea
U000331,Female,United Kingdom,"[""last friends"", ""lawless lawyer"", ""heart to heart"", ""the witch's diner"", ""yg future strategy office"", ""risky romance"", ""feel good to die"", ""love to hate you"", ""live up to your name"", ""mr. heart"", ""love in the moonlight"", ""love by chance"", ""sotus"", ""hwarang"", ""the princess's man"", ""rush to the dead summer"", ""i wanna hear your song"", ""lie to me"", ""start-up"", ""cinderella and the four knights""]",Military,South Korea
U000332,Female,United States,"[""nevertheless,""]",Comedy,South Korea
U000333,Female,United States,"[""my love from the star""]",Comedy,South Korea
U000334,Female,India,"[""two weeks-1""]",Drama,China
U000335,Female,United States,"[""age of youth season 2"", ""it's okay to not be okay"", ""jealousy incarnate"", ""beautiful gong shim"", ""my roommate is a gumiho"", ""the heirs"", ""drama special season 1: pianist"", ""flower boy next door"", ""the silent sea"", ""it's okay, that's love"", ""birth of a beauty"", ""thirty but seventeen""]",Crime,South Korea
U000336,Female,Canada,"[""hana yori dango 2""]",Romance,China
U000337,Female,Canada,"[""golden blood"", ""can you hear my heart"", ""begin again"", ""club friday season 5: secret of a heart that doesn't exist"", ""oxygen"", ""crash landing on you special: lunar new year"", ""special labor inspector jo""]",Business,Thailand
U000338,Female,Portugal,"[""lucky with you"", ""i told sunset about you"", ""big mouth"", ""endless love-2"", ""when we were young"", ""sweet teeth"", ""golden blood"", ""orange marmalade"", ""joker yurusarezaru sousakan"", ""face off"", ""the psychologist"", ""you are my hero""]",Drama,China
U000339,Female,Mexico,"[""araburu kisetsu no otomedomo yo"", ""idol: the coup"", ""lovely horribly"", ""one the woman"", ""itazura na kiss: love in tokyo"", ""hormones"", ""fight for my way""]",Drama,South Korea
U000340,Female,United Kingdom,"[""mad for each other"", ""cinderella and the four knights"", ""shopping king louie"", ""fated to love you"", ""someday or one day"", ""blade man"", ""my secret romance"", ""if you wish upon me"", ""suspicious partner"", ""monster"", ""syndrome"", ""trolley"", ""persona""]",Fantasy,South Korea
U000341,Male,United States,"[""what's wrong with secretary kim"", ""heard it through the grapevine"", ""because this is my first life"", ""boss & me""]",Thriller,South Korea
U000342,Female,Iraq,"[""it's okay to not be okay"", ""live up to your name"", ""my liberation notes"", ""the k2"", ""hi! school - love on"", ""the princess wei young"", ""mother"", ""naughty princess"", ""history2: crossing the line"", ""mood indigo"", ""my love from the star""]",Romance,South Korea
U000343,Female,United States,"[""falsify"", ""the k2""]",Mystery,South Korea
U000344,Female,Indonesia,"[""signal"", ""i don't love you yet"", ""to the beautiful you"", ""weightlifting fairy kim bok joo"", ""anohana: the flower we saw that day"", ""miss independent ji eun"", ""water boyy"", ""koi ga heta demo ikitemasu"", ""oh my venus"", ""marry me!"", ""suikyuu yankees"", ""seigi no mikata"", ""kieta hatsukoi""]",Sports,Japan
U000345,Female,United States,"[""hospital playlist"", ""iljimae"", ""you are my glory"", ""valentine's day / rokkaku"", ""light chaser rescue"", ""dream high"", ""sweet teeth""]",Romance,Japan
U000346,Female,Australia,"[""moon lovers: scarlet heart ryeo"", ""oh my venus"", ""just dance"", ""touch your heart"", ""prosecutor princess"", ""the glory part 2"", ""you are my glory"", ""the legend of qin"", ""that fool"", ""the master's sun""]",Romance,South Korea
U000347,Male,Croatia,"[""mystic pop-up bar"", ""girlfriend""]",Romance,South Korea
U000348,Female,Germany,"[""another parting"", ""w"", ""another miss oh"", ""twenty years old"", ""touching you"", ""heartstrings"", ""the heirs"", ""link: eat, love, kill"", ""the king's affection""]",Drama,South Korea
U000349,Prefer not to say,Brazil,"[""love under the moon"", ""please love me"", ""the fiery priest"", ""joy of life"", ""naked fireman"", ""history3: trapped"", ""love mechanics"", ""our secret""]",Action,China
U000350,Female,India,"[""ugly duckling series: perfect match"", ""i told sunset about you: the documentary""]",Drama,Thailand
U000351,Female,India,"[""shining for one thing"", ""just between lovers"", ""doom at your service"", ""what's wrong with secretary kim"", ""crash landing on you"", ""thousand years for you"", ""mirai nikki""]",Romance,South Korea
U000352,Female,United States,"[""sweet home"", ""wu xin: the monster killer season 2"", ""i wanna hear your song"", ""sell your haunted house"", ""life on mars""]",Fantasy,South Korea
U000353,Female,India,"[""a-teen season 2"", ""thirty but seventeen"", ""general's lady"", ""the innocent man""]",Historical,South Korea
U000354,Female,United States,"[""love at night"", ""sh**ting stars"", ""something about 1 percent"", ""theory of love: special episode \""stand by me\"""", ""familiar wife"", ""dream high"", ""girlfriend"", ""itaewon class"", ""gokusen 2"", ""imitation""]",Comedy,South Korea
U000355,Male,Italy,"[""it's beautiful now"", ""eve"", ""good doctor"", ""he she it"", ""reborn rich"", ""marry him if you dare"", ""why her?"", ""boss & me"", ""ying ye 3+1"", ""save the last dance for me"", ""come and hug me"", ""when the weather is fine"", ""zettai bl ni naru sekai vs zettai bl ni naritakunai otoko"", ""biscuit teacher and star candy""]",Romance,China
U000356,Female,Argentina,"[""melancholia"", ""thirty but seventeen"", ""legend of two sisters in the chaos"", ""my liberation notes"", ""reborn rich""]",Romance,China
U000357,Female,Romania,"[""lucky's first love"", ""capture lover"", ""mirror: a tale of twin cities"", ""love alarm"", ""put your head on my shoulder"", ""reset-1"", ""my story for you"", ""love is all""]",Military,China
U000358,Female,United States,"[""the boy next door"", ""boys over flowers"", ""goblin"", ""w""]",Romance,South Korea
U000359,Female,United States,"[""bad buddy"", ""the fox's summer season 2"", ""dear doctor, i'm coming for soul"", ""age of youth"", ""to my star"", ""strong woman do bong soon"", ""welcome to wedding hell"", ""theory of love: special episode \""stand by me\"""", ""u-prince: the gentle vet"", ""bed friend"", ""tantei no tantei"", ""tracer season 2"", ""mint to be"", ""the uncanny counter"", ""moorim school""]",Action,Thailand
U000360,Female,United States,"[""hanazakari no kimitachi e"", ""switch girl!!"", ""doctor stranger""]",Comedy,South Korea
U000361,Male,United States,"[""vincenzo"", ""autumn tale"", ""kamen rider amazons"", ""the rational life"", ""bubblegum"", ""sweet home"", ""vagabond"", ""beautiful gong shim"", ""hanazakari no kimitachi e"", ""woo ri the virgin"", ""how to be thirty"", ""doctor stranger"", ""dali and the cocky prince"", ""punch"", ""we best love: fighting mr. 2nd - special episode 6.5""]",Drama,Japan
U000362,Female,United Kingdom,"[""crash landing on you""]",Supernatural,South Korea
U000363,Female,Philippines,"[""the world that they live in"", ""reunited worlds"", ""scent of love-1"", ""love for a thousand more""]",Action,South Korea
U000364,Female,United States,"[""don't you think girls who talk in hakata dialect are cute?""]",Comedy,Taiwan
U000365,Female,United States,"[""itaewon class""]",Supernatural,South Korea
U000366,Female,Belgium,"[""crash landing on you"", ""flower of evil"", ""strangers again"", ""freeter, ie o kau."", ""when a man's in love"", ""youths in the breeze"", ""marvelous women""]",Romance,China
U000367,Female,India,"[""my wife\u2019s having an affair this week"", ""my mister"", ""goong s"", ""witch's love"", ""gu family book"", ""chicago typewriter"", ""long time no see"", ""my name"", ""blood"", ""spark""]",Music,South Korea
U000368,Female,United States,"[""couple or trouble"", ""emergency couple"", ""good doctor-1"", ""secret garden"", ""blood""]",Life,South Korea
U000369,Female,India,"[""growing pain"", ""the world of the married"", ""the eternal love season 3"", ""really meet love that day"", ""man to man"", ""nobody knows-1"", ""pinocchio"", ""side story of fox volant"", ""seal of love"", ""my sunshine"", ""bad prosecutor"", ""he is psychometric"", ""princess agents"", ""lion pride"", ""hometown's embrace"", ""healer"", ""nirvana in fire"", ""tale of the nine-tailed"", ""meteor garden"", ""a love so beautiful-1""]",Thriller,China
U000370,Female,United States,"[""prince of lan ling""]",Mystery,China
U000371,Female,Iceland,"[""descendants of the sun"", ""doctor stranger"", ""i'm not a robot"", ""hospital playlist"", ""lucky's first love"", ""longing heart"", ""here is my exclusive indulge"", ""i hear your voice"", ""bloody monday season 2"", ""yyy""]",Romance,Japan
U000372,Female,United States,"[""extraordinary attorney woo"", ""girls' generation 1979"", ""madame antoine"", ""the smile has left your eyes"", ""meteor garden"", ""hwarang"", ""growing season""]",Comedy,South Korea
U000373,Female,Greece,"[""strangers from hell""]",Thriller,Taiwan
U000374,Male,Philippines,"[""love scenery"", ""love by chance"", ""at a distance, spring is green"", ""please feel at ease mr. ling"", ""w"", ""ultimate note"", ""a romance of the little forest"", ""when we were young"", ""fall in love with my trouble"", ""true beauty"", ""sm:)e"", ""rattan"", ""melting me softly"", ""love the way you are-1"", ""moonshine and valentine"", ""marry me"", ""fukou-kun wa kiss suru shikanai!"", ""priest"", ""crazy love"", ""addicted heroin""]",Youth,China
U000375,Female,India,"[""okitegami kyoko no biboroku""]",Thriller,Japan
U000376,Female,Philippines,"[""navillera"", ""eternal love"", ""touch your heart"", ""the fox's summer season 2"", ""nevertheless,"", ""mei-chan no shitsuji""]",Romance,China
U000377,Female,Brazil,"[""voice season 2"", ""mr. sunshine"", ""youths in the breeze""]",Drama,South Korea
U000378,Male,India,"[""pinocchio"", ""voice-1"", ""cleaning up"", ""melting me softly"", ""oh! my assistant"", ""flower of evil"", ""encounter"", ""the package"", ""my roommate is a gumiho"", ""search: www"", ""you're all surrounded"", ""song of the moon"", ""her private life"", ""light on me"", ""wanted"", ""kazoku game"", ""physical therapy"", ""good doctor"", ""a little thing called first love"", ""the brightest star in the sky""]",Drama,South Korea
U000379,Female,India,"[""a shoulder to cry on"", ""abyss"", ""thirty but seventeen"", ""love & \u03c0"", ""intense love"", ""my love eun dong"", ""oh my venus"", ""so not worth it""]",Comedy,South Korea
U000380,Female,Philippines,"[""long time no see"", ""clean with passion for now"", ""i will knock you"", ""itaewon class"", ""age of youth"", ""the tale of nokdu"", ""nevertheless,"", ""thumping spike 2"", ""one ordinary day"", ""defying the storm"", ""what's wrong with secretary kim"", ""lost"", ""mr. queen"", ""my boss, my hero"", ""strong woman do bong soon"", ""bad guys"", ""hometown cha-cha-cha"", ""kiss me again"", ""lucky romance"", ""dear.m""]",Drama,South Korea
U000381,Female,United States,"[""private lives"", ""rich man""]",Political,South Korea
U000382,Female,United States,"[""come and hug me"", ""sungkyunkwan scandal"", ""f4 thailand: boys over flowers"", ""the uninvited guest"", ""hanazakari no kimitachi e"", ""the universe\u2019s star"", ""my secret romance""]",Business,South Korea
U000383,Female,United States,"[""vampire host"", ""good manager""]",Romance,South Korea
U000384,Male,United States,"[""the forbidden marriage"", ""faith""]",Fantasy,South Korea
U000385,Female,Argentina,"[""goblin"", ""missing 9"", ""twenty-five twenty-one""]",Drama,China
U000386,Female,United States,"[""doctor stranger"", ""the forbidden marriage"", ""night watchman's journal"", ""entertainer"", ""history4: close to you"", ""something about 1 percent"", ""our beloved summer""]",Romance,Thailand
U000387,Male,Portugal,"[""the village: achiara's secret"", ""the tasty florida"", ""my roommate is a detective"", ""3 will be free"", ""remember 15"", ""cruel city"", ""he is psychometric"", ""signal"", ""life: senjou no bokura"", ""rebound""]",Thriller,Japan
U000388,Female,United States,"[""arthdal chronicles part 1: the children of prophecy"", ""weightlifting fairy kim bok joo"", ""descendants of the sun"", ""myung wol the spy""]",Life,South Korea
U000389,Female,Germany,"[""hotaru no hikari"", ""youniverse"", ""marry me now""]",Comedy,Thailand
U000390,Male,Indonesia,"[""goblin""]",Comedy,South Korea
U000391,Female,Canada,"[""descendants of the sun"", ""given"", ""w""]",Romance,South Korea
U000392,Female,United States,"[""ohlala couple"", ""navillera"", ""touch your heart""]",Drama,China
U000393,Female,Canada,"[""a piece of your mind""]",Romance,South Korea
U000394,Female,France,"[""when a man's in love"", ""semantic error"", ""hip hop teacher"", ""we best love: no. 1 for you"", ""my secret romance"", ""the k2"", ""big mouth"", ""while you were sleeping"", ""happy merry ending"", ""a dream of splendor"", ""kei\u00d7yaku: abunai aibou"", ""cutie pie""]",Romance,Japan
U000395,Female,Philippines,"[""do you like brahms?"", ""long for you""]",Romance,South Korea
U000396,Female,Portugal,"[""nevertheless,"", ""bad and crazy"", ""descendants of the sun"", ""healer"", ""oh my ghost""]",Medical,South Korea
U000397,Female,United States,"[""rosy lovers""]",Romance,South Korea
U000398,Female,Canada,"[""melting me softly"", ""perfect and casual"", ""designated survivor: 60 days"", ""my huckleberry friends"", ""memory lost season 2""]",Mystery,China
U000399,Female,United States,"[""a-teen"", ""missing: the other side season 2"", ""crush"", ""crash landing on you"", ""the heirs"", ""the glory"", ""ma boy"", ""doubtful victory"", ""wish you: your melody from my heart"", ""haechi"", ""school 2013"", ""legal high"", ""search: www"", ""love in contract"", ""remember: war of the son"", ""love alarm"", ""healer""]",Mystery,South Korea
U000400,Female,Portugal,"[""war of y"", ""destiny seeker"", ""maids"", ""why r u?"", ""moonlight chicken"", ""everyone wants to meet you"", ""first love again-1"", ""dream knight"", ""moon lovers: scarlet heart ryeo"", ""long for you 2"", ""trap-1"", ""a romance of the little forest"", ""uncontrollably fond"", ""trace""]",Romance,South Korea
U000401,Male,India,"[""densha otoko"", ""kuzu no honkai""]",Law,Japan
U000402,Female,Canada,"[""crash landing on you"", ""nobuta wo produce"", ""my first first love 2"", ""life is beautiful"", ""fanletter, please"", ""my secret love"", ""seirei no moribito"", ""age of youth season 2"", ""my bromance 2: 5 years later"", ""my id is gangnam beauty"", ""mermaid prince"", ""put your head on my shoulder"", ""professional single"", ""it's okay, that's love"", ""i'm not a robot"", ""protect the boss"", ""my love from the star"", ""kinou nani tabeta?"", ""gokusen special"", ""my school president""]",Comedy,Thailand
U000403,Female,Brazil,"[""designated survivor: 60 days"", ""come and hug me"", ""descendants of the sun"", ""oh! my assistant"", ""lovestruck in the city""]",Drama,South Korea
U000404,Female,United Kingdom,"[""hwarang"", ""hana yori dango 2"", ""kindaichi shonen no jikenbo 5"", ""melancholia"", ""the wedding scheme ""]",Romance,Japan
U000405,Female,India,"[""pinocchio"", ""live up to your name"", ""my unfortunate boyfriend"", ""the musical""]",Psychological,South Korea
U000406,Female,United States,"[""school 2013"", ""dreaming back to the qing dynasty"", ""a korean odyssey"", ""uncontrollably fond"", ""let me be your knight"", ""heroes"", ""the fiery priest"", ""devil beside you"", ""ms. kim's million dollar quest"", ""fall in love with a scientist"", ""a romance of the little forest"", ""the beauty inside"", ""baker boys"", ""reply 1997"", ""remember: war of the son"", ""rooftop prince"", ""eulachacha waikiki"", ""playful kiss"", ""nail shop paris"", ""my girlfriend is an alien""]",Comedy,China
U000407,Female,Trinidad and Tobago,"[""surplus princess"", ""not me""]",Thriller,South Korea
U000408,Male,Australia,"[""the k2"", ""band of sisters"", ""valentine's day / rokkaku"", ""shopping king louie""]",Comedy,South Korea
U000409,Male,India,"[""legend of hyang dan""]",Comedy,China
U000410,Female,United States,"[""fate"", ""flower boy next door"", ""yorozu uranaidokoro onmyoya e yokoso"", ""fantastic"", ""mirror of the witch"", ""thank god it's friday""]",Drama,South Korea
U000411,Female,United States,"[""melting me softly"", ""pinocchio"", ""uncontrollably fond"", ""a-teen"", ""joseon attorney: a morality"", ""temptation""]",Romance,Thailand
U000412,Female,Canada,"[""the bridal mask"", ""reply 1994"", ""because this is my first life"", ""bread, love and dreams"", ""tomorrow"", ""the heiress""]",Comedy,South Korea
U000413,Female,Indonesia,"[""i have three boyfriends"", ""i'm not a robot"", ""meow, the secret boy"", ""when the weather is fine"", ""what's wrong with secretary kim"", ""lie to me""]",Action,South Korea
U000414,Female,United States,"[""tale of the nine-tailed"", ""nodame cantabile"", ""w"", ""yankee-kun to megane-chan"", ""life"", ""blind"", ""goddess of marriage"", ""until we meet again"", ""horimiya"", ""hana yori dango 2"", ""kingdom season 2""]",Comedy,South Korea
U000415,Male,France,"[""the destiny of white snake"", ""100-manen no onna-tachi"", ""forever and ever"", ""the king\u2019s avatar"", ""emperors and me"", ""make my heart smile"", ""sweet first love"", ""you are the best!"", ""flower crew: joseon marriage agency""]",Drama,China
U000416,Female,United Kingdom,"[""somehow 18"", ""payback: money and power"", ""like in the movies"", ""true beauty"", ""doctor stranger"", ""nevertheless,"", ""the sound of your heart"", ""i'm not a robot"", ""lighter & princess"", ""my father is strange"", ""xx"", ""strong woman do bong soon"", ""kill me, heal me""]",Business,South Korea
U000417,Female,Serbia,"[""strong woman do bong soon"", ""doom at your service"", ""w"", ""joseon attorney: a morality"", ""when the devil calls your name"", ""the romance of tiger and rose"", ""true beauty""]",Comedy,Thailand
U000418,Female,Australia,"[""hometown cha-cha-cha"", ""the king: eternal monarch"", ""thirty but seventeen"", ""age of youth"", ""big"", ""drinking solo"", ""dance of the sky empire"", ""splash splash love""]",Historical,South Korea
U000419,Female,United States,"[""romance is a bonus book"", ""love after school"", ""to my star"", ""weightlifting fairy kim bok joo"", ""oh my venus"", ""heroes""]",Thriller,South Korea
U000420,Female,Brazil,"[""melancholia"", ""tracer"", ""the best ending"", ""lovey dovey"", ""hotel del luna"", ""douluo continent"", ""jack o' frost"", ""fuben na benriya"", ""unintentional love story"", ""bloody heart"", ""faith"", ""ghost doctor"", ""the day of becoming you"", ""coffee & vanilla"", ""die now"", ""i'm not a robot""]",Romance,South Korea
U000421,Female,Italy,"[""miss korea "", ""guardians of the ancient oath"", ""twenty-five twenty-one"", ""love stage!!"", ""first love""]",Romance,South Korea
U000422,Female,Switzerland,"[""not me"", ""the sweet blood"", ""do do sol sol la la sol"", ""descendants of the sun"", ""true beauty"", ""because this is my first life"", ""blueming""]",Romance,China
U000423,Female,United States,"[""weightlifting fairy kim bok joo"", ""let's eat season 3"", ""dragon zakura"", ""mary stayed out all night"", ""kokdu: season of deity""]",Youth,South Korea
U000424,Female,Australia,"[""reply 1988"", ""the bride of habaek"", ""search: www"", ""fight song""]",Law,South Korea
U000425,Female,United States,"[""you are my glory"", ""pinocchio"", ""playful kiss""]",Comedy,Thailand
U000426,Female,United States,"[""far away love"", ""my amazing boyfriend season 2"", ""the hymn of death"", ""untouchable lovers""]",Sports,China
U000427,Female,United Kingdom,"[""a business proposal""]",Romance,Thailand
U000428,Male,United States,"[""switch girl!!"", ""come and hug me"", ""playful kiss"", ""the untamed"", ""playful kiss seung jo's diary"", ""blacklist""]",Romance,China
U000429,Female,Australia,"[""tonhon chonlatee"", ""wake up ladies season 2: very complicated"", ""we best love: fighting mr. 2nd"", ""king2hearts"", ""2gether"", ""a tale of thousand stars"", ""love me like i do"", ""that's my candy"", ""love by chance"", ""entertainer"", ""why r u?"", ""crash landing on you"", ""u-prince: the crazy artist"", ""here to heart"", ""theory of love"", ""together with me"", ""until we meet again""]",Military,Thailand
U000430,Female,Indonesia,"[""strangers from hell"", ""can i hug you tonight?"", ""it's okay to not be okay""]",Drama,South Korea
U000431,Female,United States,"[""itaewon class"", ""liar game 2"", ""3 nen a gumi: ima kara mina-san wa, hitojichi desu"", ""kaguya-sama: love is war - mini"", ""mr. nietzsche in the convenience store""]",War,Japan
U000432,Female,United States,"[""my dear donovan"", ""history2: crossing the line"", ""happy merry ending"", ""the secret life of my secretary"", ""temptation""]",Romance,China
U000433,Female,United States,"[""crash landing on you"", ""criminal minds"", ""when we were young"", ""flower ever after"", ""pinocchio"", ""please come back, mister"", ""true beauty"", ""rich man"", ""at a distance, spring is green"", ""hot stove league"", ""love in contract"", ""big"", ""missing 9"", ""xx"", ""descendants of the sun"", ""bossam: steal the fate"", ""abyss"", ""reborn rich"", ""extraordinary attorney woo"", ""tunnel""]",Youth,South Korea
U000434,Female,United States,"[""sherlock: the untold stories"", ""doctors"", ""ore no sukato, doko itta?"", ""east of eden"", ""before we get married"", ""100 days my prince"", ""please feel at ease mr. ling"", ""shopping king louie"", ""the quiz show 2"", ""kill me, heal me"", ""hello monster""]",Drama,Japan
U000435,Female,China,"[""because of meeting you"", ""strong woman do bong soon"", ""f4 thailand: boys over flowers"", ""boss & me"", ""she was pretty"", ""a business proposal"", ""the uncanny counter"", ""tharntype"", ""still 2gether"", ""quaranthings season 2"", ""hospital playlist season 2"", ""i am sorry, i love you"", ""payback: money and power""]",Drama,South Korea
U000436,Female,Italy,"[""love destiny"", ""come! jang bo ri"", ""devil beside you"", ""i'm tee, me too"", ""the oath of love"", ""work from heart"", ""pinocchio"", ""all the liquors""]",Comedy,China
U000437,Male,United States,"[""the time we were not in love"", ""suspicious partner"", ""star and sky: sky in your heart"", ""me and mr. x season 3: goodbye mr. x""]",Romance,South Korea
U000438,Female,India,"[""skip beat!""]",Life,Taiwan
U000439,Female,Canada,"[""i am your king""]",Life,Thailand
U000440,Female,United States,"[""the queen of office"", ""itaewon class"", ""accidentally in love"", ""shut up: flower boy band"", ""f4 thailand: boys over flowers""]",Romance,Thailand
U000441,Female,Germany,"[""miss independent ji eun"", ""fight for my way"", ""navillera"", ""tharntype season 2: 7 years of love"", ""connect"", ""eternal love of dream"", ""signal"", ""peng"", ""partners for justice season 2"", ""how to be thirty"", ""the bridal mask"", ""sky castle"", ""kill me, heal me"", ""the blue whisper: part 1"", ""hyde, jekyll, me""]",Drama,South Korea
U000442,Female,United States,"[""twenty-five twenty-one"", ""love returns"", ""the last empress"", ""the king: eternal monarch"", ""my strange hero"", ""the blue whisper: part 1"", ""queen of the ring"", ""unique lady season 2"", ""you're beautiful"", ""five fingers"", ""my mister"", ""nice witch"", ""eternal love"", ""the best ending"", ""my only love song""]",Romance,South Korea
U000443,Male,India,"[""memory love"", ""uncontrollably fond"", ""coffee & vanilla"", ""suspicious partner"", ""i am the years you are the stars"", ""alchemy of souls"", ""my id is gangnam beauty"", ""a female student arrives at the imperial college"", ""mad for each other"", ""my dear guardian"", ""asuko march!"", ""ever night season 2"", ""emergency couple"", ""law school"", ""falling into your smile"", ""age of youth"", ""my secret hotel""]",Romance,Thailand
U000444,Male,Indonesia,"[""gameboys"", ""love in the moonlight"", ""remember: war of the son"", ""playful kiss"", ""pretty li hui zhen"", ""master devil do not kiss me"", ""boys over flowers"", ""coffee prince"", ""dr. romantic"", ""strangers from hell"", ""our skyy"", ""make a woman cry"", ""strong woman do bong soon"", ""extracurricular"", ""my sassy deskmate"", ""the legend of the blue sea"", ""mr. sunshine"", ""the tale of nokdu"", ""lie to love"", ""it's okay to not be okay""]",Comedy,South Korea
U000445,Male,United States,"[""city hunter"", ""the legends""]",Thriller,China
U000446,Female,United States,"[""rookie cops"", ""something about 1 percent"", ""melting me softly"", ""valentine's day / rokkaku"", ""mr honesty"", ""panda and hedgehog"", ""our blues"", ""kyo kara ore wa!!"", ""black knight"", ""why women love"", ""children of nobody""]",Romance,South Korea
U000447,Female,United States,"[""class of lies"", ""inspector koo"", ""gap dong"", ""best mistake"", ""good doctor"", ""myung wol the spy"", ""prince's prince"", ""my mr. mermaid"", ""peng"", ""cutie pie 2 you"", ""once again"", ""love rain"", ""shiritsu bakaleya koukou"", ""miss lee"", ""backstreet rookie"", ""love in the air"", ""mine"", ""a korean odyssey"", ""cheer up"", ""link: eat, love, kill""]",Drama,South Korea
U000448,Female,United States,"[""love unexpected-1"", ""love, now""]",Comedy,China
U000449,Female,France,"[""who are you: school 2015"", ""part time"", ""full house "", ""stand up!!"", ""cutie pie"", ""the producers"", ""not me"", ""dating in the kitchen"", ""shining just for you"", ""uncontrollably fond"", ""she would never know"", ""the color of a woman"", ""pinocchio""]",Romance,Thailand
U000450,Female,United States,"[""doctor lawyer"", ""doctor prisoner"", ""secret boutique"", ""cutie pie"", ""the rational life"", ""oh! my emperor"", ""thirty but seventeen"", ""sotus s"", ""i need romance-1"", ""frankenstein no koi"", ""autumn's concerto"", ""history3: trapped"", ""big"", ""missing: the other side"", ""plus & minus"", ""a robot in the orange orchard"", ""soundtrack #1"", ""the k2"", ""romance is a bonus book"", ""hi! school - love on""]",Romance,South Korea
U000451,Female,Indonesia,"[""love playlist season 2"", ""reply 1988"", ""school 2017"", ""reply 1997"", ""the k2"", ""miss hammurabi"", ""through the darkness"", ""the king: eternal monarch"", ""your honor"", ""boys over flowers"", ""our blooming youth"", ""personal taste"", ""mouse"", ""jugglers"", ""a beautiful mind"", ""my girl-3"", ""secret love affair"", ""hotel del luna"", ""you're beautiful"", ""if voice has memory""]",Historical,South Korea
U000452,Female,Philippines,"[""warm and cozy"", ""lesson in love"", ""mr. queen"", ""tale of the nine-tailed"", ""a love so beautiful-1"", ""strangers from hell"", ""enchant\u00e9"", ""dangerous love-1"", ""hot stove league"", ""my country: the new age"", ""oh my venus""]",Romance,South Korea
U000453,Female,Pakistan,"[""juhan shuttai!""]",Comedy,South Korea
U000454,Non-binary,India,"[""high kick through the roof!"", ""my girl-3"", ""fated to love you"", ""kingdom"", ""flower of evil""]",Fantasy,South Korea
U000455,Female,France,"[""cheese in the trap"", ""vampire prosecutor"", ""first class"", ""the princess wei young"", ""lost"", ""together with me"", ""hospital playlist season 2"", ""it's okay to not be okay"", ""lighter & princess"", ""autumn's concerto"", ""jugglers""]",Drama,Thailand
U000456,Female,Iceland,"[""secret"", ""bad thief, good thief""]",Drama,South Korea
U000457,Female,United States,"[""class of lies"", ""switched"", ""adamas"", ""liar game"", ""meteor garden"", ""the way we love"", ""i am sorry, i love you"", ""chip-in"", ""blackout"", ""the smile has left your eyes""]",Thriller,Taiwan
U000458,Female,United Kingdom,"[""true beauty"", ""iris 2"", ""itaewon class"", ""bel ami"", ""twelve men in a year"", ""it's okay to not be okay"", ""semantic error"", ""private lives"", ""i wanna hear your song"", ""sweet stranger and me"", ""love in the moonlight"", ""my engineer"", ""another miss oh"", ""let's eat"", ""fated to love you-1"", ""kamen rider kiva"", ""the romance of hua rong"", ""ameiro paradox"", ""blacklist"", ""freeze""]",Romance,Thailand
U000459,Female,United States,"[""fukou-kun wa kiss suru shikanai!"", ""do you like brahms?"", ""my name"", ""playful kiss"", ""again my life"", ""the greatest love""]",Romance,South Korea
U000460,Female,United States,"[""my first first love 2"", ""saiai"", ""water boys"", ""meitantei conan: kudo shinichi he no chosenjo"", ""flourish in time"", ""koizora"", ""natsu no koi wa nijiiro ni kagayaku""]",Sci-Fi,Japan
U000461,Female,United States,"[""the devil judge"", ""goblin"", ""mary stayed out all night"", ""in a class of her own"", ""start-up"", ""love and redemption"", ""true beauty"", ""he is psychometric"", ""master devil do not kiss me"", ""sungkyunkwan scandal"", ""search"", ""hi! school - love on"", ""the legend of the blue sea""]",Romance,South Korea
U000462,Female,Australia,"[""lovely horribly"", ""the only girl you haven't seen"", ""the letter from the cloud"", ""the eternal love season 2"", ""rainless love in a godless land"", ""a river runs through it"", ""arang and the magistrate"", ""tomorrow with you"", ""the game: towards zero"", ""hanzawa naoki"", ""kishibe rohan wa ugokanai""]",Supernatural,China
U000463,Female,Portugal,"[""twenty years old"", ""melting me softly"", ""kieta hatsukoi"", ""the heirs"", ""rooftop prince"", ""the k2"", ""moonshine"", ""my love from the star"", ""itazura na kiss"", ""perfume"", ""reply 1994"", ""she was pretty"", ""walk into your memory""]",Romance,South Korea
