user_id,ab_group,device_type,account_age_days,prior_whiteboard_sessions,plan_region,num_collaborators,feature_tour_completed,templates_used,ai_suggestions_used,whiteboard_actions_per_session,avg_whiteboard_session_duration_min
U15134,treatment,desktop,317,5,EU,1,1,4,6,333,142.55
U91227,control,desktop,649,1,APAC,2,1,5,0,113,51.55
U30956,treatment,desktop,584,2,NA,1,1,0,16,85,50.09
U86519,control,desktop,448,6,NA,2,0,3,0,100,56.95
U71138,control,tablet,184,4,NA,6,1,4,0,40,20.17
U87787,control,tablet,712,3,EU,4,0,0,0,104,41.92
U99565,control,mobile,82,2,NA,0,1,0,0,39,15.52
U10405,control,desktop,260,2,APAC,1,1,2,0,57,27.76
U82061,control,mobile,14,2,EU,0,0,1,0,41,21.43
U57869,control,desktop,363,1,NA,0,1,1,0,36,19.08
U93861,treatment,tablet,52,6,EU,2,1,3,7,138,59.87
U81499,treatment,mobile,575,5,EU,0,0,3,3,51,25.71
U68718,treatment,mobile,625,5,LATAM,1,1,9,1,23,9.99
U35245,treatment,tablet,418,7,LATAM,2,1,1,2,45,26.9
U30542,control,tablet,255,7,NA,0,1,4,0,41,28.61
U61054,control,desktop,598,5,LATAM,1,0,11,0,136,62.16
U64647,treatment,desktop,198,3,LATAM,4,1,5,4,116,51.06
U19170,treatment,desktop,586,0,APAC,0,1,0,9,62,25.1
U71754,treatment,tablet,155,5,APAC,1,0,3,4,45,23.79
U39978,treatment,desktop,187,6,EU,3,0,2,7,86,47.37
U93322,treatment,mobile,34,0,EU,0,1,6,5,63,29.35
U65497,control,desktop,389,0,APAC,1,1,4,0,59,25.25
U25407,treatment,mobile,282,5,APAC,3,1,3,7,53,22.04
U10706,control,desktop,23,5,APAC,1,1,2,0,78,42.83
U58636,control,desktop,110,5,LATAM,3,0,1,0,127,63.24
U29312,treatment,tablet,18,1,EU,3,0,2,11,91,48.58
U22092,treatment,desktop,208,5,NA,1,1,0,8,99,53.92
U68910,control,mobile,469,3,EU,3,0,1,0,12,9.49
U59778,control,tablet,481,8,NA,0,0,0,0,41,16.95
U79510,control,desktop,366,8,APAC,0,0,1,0,95,52.12
U93174,control,desktop,614,2,NA,1,0,5,0,47,26.55
U95759,control,tablet,443,3,NA,0,1,2,0,84,32.99
U27706,treatment,desktop,711,7,APAC,5,1,4,14,229,95.79
U23819,treatment,tablet,167,5,APAC,5,1,6,5,81,42.65
U81712,control,desktop,414,2,EU,0,0,0,0,47,20.56
U62294,treatment,desktop,78,9,APAC,0,1,2,1,178,74.53
U76294,treatment,tablet,111,0,EU,5,1,7,2,58,32.73
U78627,control,tablet,652,0,EU,1,1,2,0,35,19.98
U38300,control,mobile,366,9,APAC,12,1,7,0,34,17.12
U45781,treatment,desktop,246,3,APAC,2,1,3,3,248,104.74
U12052,control,mobile,557,2,LATAM,2,1,3,0,31,13.44
U54605,control,tablet,135,1,EU,4,1,0,0,49,19.58
U55751,control,tablet,705,2,APAC,4,0,1,0,73,28.88
U66586,control,desktop,587,5,EU,3,0,2,0,164,72.37
U72979,treatment,mobile,580,2,NA,3,0,3,3,61,25.21
U69657,treatment,tablet,556,8,NA,4,0,0,1,74,28.07
U62142,control,desktop,630,6,LATAM,3,1,10,0,94,38.41
U19577,control,tablet,372,2,NA,3,0,1,0,68,27.62
U93839,treatment,desktop,417,1,NA,0,1,3,6,101,54.66
U23480,control,desktop,556,6,NA,0,1,2,0,130,65.08
U40081,treatment,desktop,575,3,NA,3,1,2,2,36,21.78
U75106,treatment,tablet,142,1,NA,2,1,2,3,62,28.95
U70988,treatment,desktop,52,4,NA,2,1,2,1,122,64.21
U96269,treatment,tablet,616,6,EU,1,0,2,6,54,24.46
U72836,treatment,desktop,711,3,APAC,3,0,4,7,81,43.04
U98412,treatment,tablet,293,5,EU,2,1,4,6,64,31.42
U61492,treatment,desktop,446,6,APAC,2,0,7,8,136,74.7
U26150,control,mobile,501,5,APAC,5,0,2,0,122,51.54
U21863,treatment,desktop,9,9,APAC,0,1,6,5,182,72.28
U31158,treatment,desktop,73,4,EU,2,0,6,7,97,52.48
U31389,control,desktop,153,6,APAC,1,0,7,0,92,50.22
U81931,treatment,mobile,354,1,EU,7,1,2,9,54,27.97
U69938,control,tablet,356,4,NA,0,1,6,0,81,34.06
U58712,control,tablet,286,1,EU,4,0,9,0,26,16.07
U94312,control,desktop,148,5,NA,4,1,3,0,79,36.2
U50900,control,desktop,681,3,LATAM,0,0,8,0,141,61.05
U27979,control,desktop,578,5,NA,2,0,1,0,76,43.29
U46762,control,desktop,216,4,APAC,2,1,5,0,118,62.96
U24027,treatment,tablet,368,4,EU,0,1,3,5,93,40.12
U17763,treatment,desktop,449,2,EU,0,1,4,3,79,37.21
U80226,control,desktop,673,9,LATAM,0,1,5,0,76,31.65
U40965,control,tablet,222,1,APAC,4,1,4,0,85,40.4
U94092,treatment,mobile,386,4,NA,5,1,5,8,70,31.91
U15420,control,mobile,576,4,LATAM,4,1,2,0,36,18.22
U18109,treatment,desktop,106,5,NA,1,0,1,6,151,64.78
U10292,treatment,desktop,490,13,EU,0,1,3,10,180,87.24
U56439,control,desktop,418,7,EU,1,0,5,0,96,39.66
U24212,control,mobile,356,3,LATAM,2,1,3,0,53,20.57
U91814,control,desktop,550,10,EU,4,1,1,0,63,27.06
U63444,control,tablet,135,1,APAC,0,0,3,0,25,12.43
U28694,control,desktop,110,2,LATAM,1,1,1,0,65,33.13
U10149,control,desktop,159,4,APAC,8,0,3,0,156,67.77
U54759,control,desktop,129,6,NA,2,0,2,0,74,37.17
U24795,treatment,tablet,461,6,NA,3,1,0,6,60,30.44
U62461,control,mobile,39,6,APAC,4,0,0,0,34,15.86
U19552,control,desktop,397,8,NA,2,1,0,0,54,27.36
U95838,treatment,tablet,31,6,APAC,3,1,2,5,60,28.66
U13912,treatment,desktop,487,2,APAC,4,1,2,2,84,41.16
U98613,treatment,mobile,414,4,LATAM,3,0,5,9,68,29.24
U30961,control,tablet,299,3,NA,6,0,4,0,65,35.1
U11634,control,tablet,401,6,LATAM,1,1,1,0,95,46.55
U64532,treatment,desktop,118,6,NA,1,1,3,6,80,41.77
U23634,control,desktop,419,0,APAC,1,0,2,0,81,36.46
U10426,control,desktop,579,2,APAC,3,0,2,0,106,50.94
U15988,control,tablet,620,16,LATAM,2,0,4,0,112,58.2
U12082,treatment,desktop,154,2,EU,0,1,3,8,92,47.31
U69548,treatment,tablet,65,7,NA,1,1,1,10,89,34.96
U75318,control,desktop,216,2,NA,1,1,4,0,97,38.88
U93810,control,mobile,236,5,EU,0,1,1,0,39,20.54
U79688,control,desktop,508,6,EU,3,0,1,0,80,44.16
U20662,control,desktop,324,4,APAC,4,0,1,0,70,36.19
U52787,control,tablet,147,2,NA,1,1,1,0,83,32.21
U51402,treatment,desktop,55,1,NA,10,0,0,13,112,56.32
U10488,treatment,desktop,483,3,EU,1,1,3,8,80,41.46
U47041,treatment,desktop,412,6,APAC,1,0,5,8,59,27.23
U55156,control,desktop,497,0,LATAM,5,1,0,0,80,40.48
U49110,treatment,desktop,100,3,EU,0,1,1,11,105,45.24
U80745,control,tablet,87,4,NA,0,1,1,0,59,24.41
U61518,control,mobile,244,12,EU,0,1,3,0,37,18.51
U10394,treatment,desktop,33,2,NA,2,0,2,4,97,42.83
U81500,treatment,desktop,727,4,LATAM,0,1,5,12,158,77.87
U76071,treatment,desktop,147,3,EU,2,1,1,2,150,58.59
U89572,control,tablet,411,6,EU,0,1,4,0,92,38.7
U96959,treatment,mobile,381,1,APAC,1,0,1,1,44,18.1
U40815,treatment,mobile,723,7,APAC,0,0,6,18,33,17.58
U96569,treatment,desktop,129,9,NA,1,1,1,1,79,32.95
U56356,treatment,desktop,720,6,APAC,2,0,1,5,74,30.08
U99590,control,desktop,118,7,EU,4,1,2,0,45,24.59
U70317,treatment,tablet,594,2,EU,4,1,0,8,117,51.74
U58676,treatment,desktop,282,5,NA,0,1,2,1,94,39.9
U96558,treatment,tablet,307,2,EU,2,0,4,3,49,20.48
U17893,treatment,desktop,438,4,APAC,3,1,3,12,136,59.84
U43948,treatment,tablet,35,4,NA,5,0,4,18,108,54.5
U94600,treatment,tablet,56,4,APAC,0,1,2,11,52,19.91
U78831,treatment,desktop,376,6,EU,1,1,5,0,87,43.37
U32444,control,desktop,75,3,APAC,0,1,2,0,50,28.24
U41906,treatment,mobile,543,4,NA,7,1,5,11,23,13.99
U47633,control,desktop,413,5,APAC,1,1,1,0,87,39.77
U85190,control,mobile,123,2,EU,7,1,1,0,26,12.18
U27991,control,desktop,647,7,NA,0,1,0,0,125,65.55
U76037,treatment,tablet,509,5,EU,0,1,1,9,100,37.65
U76753,treatment,desktop,346,7,EU,4,0,1,5,198,88.89
U62973,control,desktop,299,0,APAC,4,1,5,0,54,28.05
U69835,control,desktop,572,3,EU,2,1,1,0,30,15.13
U55655,treatment,desktop,683,4,NA,1,0,1,13,96,41.67
U43676,treatment,mobile,642,2,EU,0,1,3,3,25,16.27
U69179,treatment,tablet,644,7,NA,0,1,4,8,121,52.75
U86600,treatment,desktop,197,8,EU,6,1,1,11,115,61.37
U76373,control,desktop,387,3,NA,0,1,6,0,65,31.8
U22579,control,desktop,58,7,EU,1,0,2,0,145,73.04
U31967,treatment,tablet,113,6,APAC,3,0,5,10,75,43.73
U24721,control,desktop,121,1,EU,4,1,1,0,69,36.05
U99732,control,desktop,641,10,APAC,0,1,0,0,86,41.02
U11321,control,tablet,399,6,NA,3,1,0,0,71,34.34
U51664,control,tablet,525,6,NA,4,0,1,0,53,32.09
U82077,treatment,desktop,28,1,NA,2,1,9,4,120,55.32
U19835,treatment,tablet,51,8,APAC,0,1,1,7,54,23.47
U58021,control,desktop,248,1,NA,3,0,3,0,83,31.4
U33745,control,desktop,79,6,EU,1,0,3,0,109,46.54
U84647,control,desktop,656,4,LATAM,1,0,0,0,79,41.87
U40026,control,desktop,460,3,NA,4,1,1,0,84,40.76
U57790,treatment,desktop,692,1,EU,8,0,1,9,118,53.2
U21148,control,desktop,238,0,NA,10,0,0,0,193,84.72
U36642,treatment,desktop,391,2,APAC,2,1,2,2,82,39.02
U93139,treatment,desktop,178,7,NA,1,0,1,4,70,36.23
U54145,control,mobile,700,4,APAC,0,1,0,0,25,10.49
U19989,control,mobile,515,3,NA,1,0,0,0,18,8.5
U15897,treatment,desktop,186,3,EU,8,1,5,8,141,58.3
U70500,treatment,tablet,246,8,NA,2,0,4,5,94,49.45
U85609,treatment,desktop,252,3,APAC,3,0,3,7,84,36.91
U55066,control,desktop,669,16,EU,2,1,6,0,72,35.44
U50485,treatment,mobile,187,1,NA,4,1,3,9,46,22.66
U85261,treatment,desktop,529,5,NA,0,1,1,5,108,40.41
U19771,treatment,desktop,141,2,APAC,1,0,6,6,121,66.22
U82778,control,desktop,437,1,APAC,5,1,0,0,33,13.9
U62579,control,desktop,107,9,EU,0,1,0,0,62,32.68
U71134,treatment,desktop,223,4,EU,0,1,5,4,96,50.56
U12704,control,desktop,111,4,EU,0,0,5,0,47,22.35
U90728,control,desktop,440,6,APAC,0,1,6,0,58,28.21
U31923,treatment,desktop,379,5,NA,3,0,3,3,64,29.47
U83949,control,desktop,76,1,NA,5,1,2,0,73,33.61
U51203,control,desktop,454,6,APAC,4,0,0,0,293,116.47
U57576,control,desktop,503,2,EU,0,1,6,0,180,76.66
U95141,control,desktop,11,3,APAC,4,1,2,0,79,33.58
U92233,control,mobile,370,1,EU,4,1,1,0,82,37.54
U82750,control,desktop,524,2,EU,1,1,0,0,52,23.57
U43624,control,desktop,311,1,APAC,0,0,5,0,109,52.63
U88749,control,tablet,241,3,NA,4,1,0,0,21,15.27
U41184,treatment,desktop,122,2,NA,1,1,2,7,117,44.69
U17417,treatment,desktop,51,7,EU,0,1,3,3,117,52.7
U73078,treatment,desktop,257,0,LATAM,0,0,1,9,29,13.45
U54893,control,desktop,560,6,NA,8,0,4,0,66,32.38
U94117,control,desktop,416,8,NA,8,1,1,0,138,62.14
U24491,control,mobile,57,4,EU,0,1,0,0,22,10.71
U21175,control,desktop,62,12,NA,8,1,3,0,182,97.35
U79488,control,tablet,612,3,NA,1,0,5,0,84,36.71
U66503,treatment,desktop,102,1,APAC,6,1,2,4,87,39.73
U33174,treatment,tablet,57,2,LATAM,0,0,6,6,76,41.52
U38130,treatment,mobile,683,3,EU,3,0,9,3,67,29.46
U65960,control,mobile,502,1,EU,2,0,0,0,32,12.19
U17029,control,mobile,117,3,APAC,2,1,4,0,63,34.19
U73554,control,desktop,388,4,APAC,6,0,2,0,42,27.35
U83931,control,tablet,422,8,APAC,0,0,1,0,89,41.65
U59040,control,tablet,366,1,LATAM,0,1,1,0,79,33.62
U51303,treatment,desktop,469,5,NA,0,1,4,8,153,63.99
U56311,control,desktop,211,4,NA,4,0,2,0,47,25.62
U68578,control,mobile,10,5,EU,6,0,3,0,68,31.53
U53142,control,desktop,409,0,EU,2,0,5,0,71,41.1
U87180,control,desktop,526,6,EU,6,0,1,0,54,21.66
U35847,control,desktop,490,9,NA,5,1,1,0,134,56.86
U60123,treatment,desktop,209,8,EU,6,1,1,1,62,29.11
U63011,treatment,mobile,139,5,APAC,0,0,1,8,44,16.29
U34188,control,mobile,28,7,APAC,4,1,3,0,76,31.4
U64279,treatment,desktop,256,2,LATAM,0,1,10,2,86,38.66
U20309,control,tablet,166,2,APAC,1,1,2,0,43,20.11
U80445,control,desktop,568,9,NA,2,1,4,0,132,66.11
U46229,control,tablet,203,4,NA,12,1,1,0,136,61.24
U18183,treatment,desktop,33,4,LATAM,0,0,5,5,34,17.53
U66887,treatment,desktop,35,3,APAC,1,1,2,6,110,44.04
U69696,control,desktop,593,3,APAC,5,1,2,0,46,26.9
U45426,control,desktop,599,5,APAC,1,0,3,0,107,45.2
U78400,treatment,desktop,33,0,APAC,0,1,3,2,97,38.82
U70613,treatment,desktop,76,4,NA,0,1,7,4,64,30.71
U33716,control,desktop,217,2,LATAM,5,0,0,0,119,58.65
U60441,treatment,mobile,576,4,EU,3,1,1,4,51,25.9
U36201,treatment,mobile,484,5,EU,4,1,5,8,60,32.0
U76903,treatment,desktop,470,3,APAC,4,1,2,4,122,48.33
U39474,treatment,desktop,53,1,APAC,6,1,4,8,45,21.27
U98973,treatment,desktop,70,4,EU,7,0,3,8,83,38.82
U76160,control,desktop,664,2,APAC,3,1,4,0,64,35.15
U31062,control,mobile,388,15,NA,0,1,4,0,60,26.47
U90409,control,tablet,193,1,APAC,7,1,5,0,42,22.33
U50850,treatment,desktop,202,7,APAC,2,0,3,3,85,40.33
U19448,control,desktop,297,3,EU,0,0,1,0,66,35.24
U17570,control,mobile,521,5,EU,15,1,4,0,41,17.48
U21421,control,tablet,318,5,EU,2,0,2,0,122,53.59
U55639,control,tablet,449,11,EU,0,0,1,0,94,37.46
U55430,control,desktop,286,3,APAC,2,1,1,0,65,29.48
U85651,control,mobile,61,3,EU,5,0,1,0,68,21.41
U73188,control,desktop,362,1,NA,0,1,3,0,35,17.3
U32093,control,desktop,371,3,EU,0,1,0,0,39,18.97
U98011,control,desktop,490,5,LATAM,0,1,2,0,126,58.32
U67510,treatment,desktop,75,5,NA,0,0,4,8,62,33.09
U27306,treatment,desktop,121,5,EU,7,0,5,9,209,99.32
U83490,treatment,desktop,80,5,LATAM,0,1,1,9,69,34.42
U49343,treatment,desktop,281,5,APAC,4,1,1,8,70,40.07
U51269,control,desktop,659,3,NA,7,1,0,0,73,32.35
U13749,treatment,desktop,342,0,LATAM,4,1,1,13,147,72.01
U10477,control,desktop,217,6,NA,2,0,2,0,101,53.87
U40071,treatment,mobile,671,8,EU,4,1,7,12,78,36.91
U94551,control,desktop,37,8,NA,1,0,2,0,96,39.25
U66678,treatment,mobile,493,10,EU,5,1,8,15,113,56.17
U47734,treatment,desktop,581,1,APAC,0,1,1,9,53,25.93
U59936,control,desktop,441,0,EU,4,0,0,0,55,26.86
U17735,treatment,tablet,209,8,APAC,5,0,4,7,227,114.41
U42776,treatment,mobile,625,12,LATAM,4,1,2,7,21,12.54
U65720,treatment,tablet,516,5,EU,0,1,3,1,58,26.55
U63276,control,desktop,150,5,APAC,0,1,0,0,84,40.87
U21243,treatment,desktop,244,4,APAC,1,0,1,8,107,52.28
U93231,treatment,tablet,591,1,APAC,0,0,5,16,53,23.45
U93989,control,tablet,644,0,EU,1,1,0,0,61,22.91
U23633,treatment,desktop,473,4,LATAM,0,1,4,8,100,46.95
U61454,control,desktop,53,5,EU,4,1,1,0,125,66.14
U95305,control,tablet,278,7,NA,5,1,2,0,138,61.83
U81426,control,desktop,65,8,APAC,4,1,1,0,68,33.2
U96682,control,desktop,72,7,NA,3,0,5,0,113,57.95
U57820,control,desktop,649,2,EU,0,1,0,0,58,28.54
U60844,treatment,desktop,34,10,NA,2,1,2,3,144,77.95
U95476,treatment,desktop,12,4,EU,2,1,3,6,171,92.46
U26059,treatment,desktop,313,3,NA,4,1,5,8,140,66.3
U44935,control,desktop,527,7,NA,0,1,1,0,89,40.32
U73727,treatment,desktop,204,3,NA,1,1,2,5,134,58.39
U73562,control,desktop,218,5,APAC,0,1,2,0,61,32.02
U23989,control,desktop,422,4,NA,6,0,2,0,190,90.84
U27078,treatment,desktop,272,5,APAC,1,1,3,18,117,67.34
U13367,treatment,desktop,523,10,EU,4,1,0,2,231,98.97
U21899,control,mobile,396,3,APAC,0,0,1,0,35,15.45
U86169,treatment,tablet,685,3,APAC,0,0,4,7,144,63.77
U99127,control,desktop,169,8,NA,4,1,0,0,76,36.64
U68469,control,desktop,265,6,EU,0,1,1,0,21,13.34
U58257,control,desktop,209,0,APAC,4,0,0,0,83,31.54
U24514,control,desktop,402,2,NA,1,1,0,0,96,44.55
U59469,control,tablet,667,5,APAC,1,1,0,0,45,20.54
U21640,control,desktop,653,0,APAC,1,1,6,0,85,47.65
U18750,treatment,desktop,328,5,EU,3,1,3,5,109,44.0
U86182,control,desktop,141,13,NA,0,1,3,0,139,62.85
U92515,treatment,mobile,149,1,NA,8,1,5,1,45,18.79
U67057,control,desktop,475,9,EU,4,1,5,0,143,60.43
U65256,treatment,desktop,405,6,EU,2,0,10,8,96,41.71
U54800,control,tablet,621,15,LATAM,0,1,4,0,82,40.31
U33431,treatment,tablet,68,9,APAC,0,1,1,9,46,24.83
U53281,control,mobile,320,4,NA,5,0,2,0,29,14.42
U17604,control,desktop,218,2,APAC,1,0,2,0,30,19.24
U51019,control,mobile,225,6,APAC,4,1,3,0,41,21.71
U51301,treatment,desktop,453,0,EU,0,0,5,4,69,30.86
U59232,treatment,tablet,724,8,APAC,4,0,5,3,80,37.85
U23861,control,desktop,669,6,NA,2,0,1,0,87,37.21
U56146,treatment,desktop,624,17,LATAM,5,0,7,14,125,50.49
U72708,treatment,mobile,342,2,EU,2,1,2,3,42,15.42
U67336,treatment,desktop,106,0,APAC,0,0,9,4,39,16.71
U85920,control,desktop,359,9,NA,0,0,4,0,80,44.15
U86993,control,desktop,702,1,APAC,0,0,1,0,67,30.04
U85576,control,mobile,555,1,APAC,0,0,0,0,28,12.1
U62299,control,desktop,514,9,APAC,1,0,1,0,82,41.83
U61737,control,desktop,448,8,EU,2,1,1,0,94,38.99
U94403,treatment,desktop,727,1,NA,3,0,7,9,78,41.16
U47261,control,tablet,241,0,APAC,0,0,0,0,30,15.79
U12259,treatment,desktop,493,19,LATAM,1,0,4,2,94,54.68
U71492,treatment,desktop,342,11,APAC,0,0,5,14,117,51.22
U50407,control,desktop,394,0,LATAM,2,1,6,0,48,22.13
U21889,treatment,desktop,272,1,EU,1,0,5,2,136,66.86
U30451,treatment,tablet,519,1,EU,3,0,1,1,25,11.89
U72178,control,mobile,596,13,NA,0,1,1,0,58,26.7
U86053,treatment,desktop,135,4,EU,3,1,4,8,76,28.94
U57669,control,desktop,547,3,EU,0,1,1,0,114,50.04
U76322,control,desktop,520,5,LATAM,0,0,6,0,126,54.73
U35551,control,desktop,379,15,NA,2,1,0,0,104,41.06
U31280,control,mobile,46,1,NA,4,1,1,0,33,16.94
U58285,treatment,desktop,466,7,LATAM,3,1,6,14,51,20.15
U27330,control,desktop,686,6,EU,2,1,0,0,54,29.87
U56848,treatment,tablet,650,9,NA,2,0,5,5,79,41.98
U20166,control,desktop,455,3,APAC,15,0,5,0,208,96.15
U10658,treatment,desktop,39,2,EU,0,1,6,7,87,40.75
U36182,treatment,desktop,720,8,EU,0,1,4,0,121,62.61
U42974,control,desktop,218,0,NA,8,1,1,0,65,27.18
U31054,treatment,desktop,530,2,NA,1,0,5,9,63,31.53
U86749,treatment,desktop,236,3,EU,0,1,3,4,246,101.84
U86106,treatment,desktop,458,1,NA,0,1,6,3,49,29.23
U84940,treatment,desktop,675,2,APAC,0,0,5,3,134,54.53
U71012,treatment,desktop,133,3,NA,4,1,3,4,107,42.34
U26331,treatment,tablet,378,4,NA,3,0,6,7,35,19.54
U69571,control,desktop,448,8,NA,2,0,6,0,75,32.38
U10440,treatment,mobile,704,7,EU,1,1,5,8,34,15.49
U13685,treatment,desktop,704,3,APAC,0,1,6,0,67,34.69
U89111,control,tablet,499,3,NA,1,1,0,0,41,19.89
U36972,treatment,mobile,70,3,LATAM,0,0,11,9,24,10.83
U98628,treatment,desktop,198,6,LATAM,1,0,3,6,92,42.98
U61541,control,tablet,231,8,EU,1,0,2,0,82,41.46
U20235,treatment,desktop,95,6,APAC,6,1,1,10,141,76.49
U61820,control,desktop,345,0,NA,0,0,0,0,61,26.07
U55093,control,desktop,671,4,EU,7,0,1,0,196,83.62
U64075,treatment,desktop,282,4,APAC,0,0,4,7,64,28.89
U38721,treatment,tablet,695,1,NA,0,1,4,14,62,23.54
U18406,treatment,mobile,505,7,NA,5,1,2,8,62,24.96
U73866,control,mobile,494,5,LATAM,2,0,1,0,58,25.51
U99258,treatment,desktop,584,1,NA,6,1,4,11,156,70.97
U92373,control,mobile,614,1,APAC,1,1,0,0,28,13.34
U99223,control,desktop,411,3,EU,2,1,0,0,86,34.05
U39280,control,desktop,399,4,NA,0,1,6,0,71,33.45
U85570,treatment,tablet,275,1,NA,0,0,4,8,59,23.83
U55747,treatment,desktop,723,9,NA,3,1,0,9,137,70.42
U71367,control,tablet,320,4,NA,3,1,2,0,25,12.3
U56145,control,mobile,468,8,APAC,0,0,3,0,44,19.69
U80108,control,tablet,688,3,EU,7,0,0,0,66,30.34
U76548,control,tablet,206,2,APAC,0,0,3,0,57,22.47
U68485,control,desktop,247,6,APAC,0,0,0,0,96,43.7
U67441,treatment,tablet,708,7,NA,0,0,3,0,50,21.02
U67679,treatment,tablet,125,4,APAC,4,0,3,6,66,25.34
U37186,control,desktop,530,0,NA,7,1,0,0,46,25.58
U20698,treatment,mobile,40,2,LATAM,1,0,2,0,38,21.74
U21137,treatment,desktop,16,2,APAC,5,1,5,4,97,45.2
U77236,treatment,mobile,626,5,EU,1,1,6,6,106,45.91
U70750,treatment,tablet,290,5,NA,4,0,5,2,48,21.3
U38411,control,desktop,293,3,NA,4,0,0,0,139,70.92
U17594,treatment,tablet,623,3,APAC,0,1,4,5,68,32.69
U25904,control,desktop,55,7,NA,1,0,5,0,42,20.92
U40202,control,desktop,723,6,NA,2,1,4,0,108,53.49
U30526,control,desktop,81,4,NA,0,1,2,0,67,32.01
U60918,control,mobile,367,5,EU,3,0,1,0,53,21.91
U23707,control,mobile,639,1,LATAM,2,1,3,0,16,10.22
U41577,control,desktop,7,3,APAC,1,1,2,0,94,43.44
U53008,treatment,desktop,681,3,APAC,2,1,4,10,57,27.55
U69916,control,desktop,529,17,APAC,2,1,0,0,39,15.22
U25325,treatment,desktop,417,2,NA,2,0,2,6,52,26.46
U65322,treatment,tablet,590,16,LATAM,1,1,4,13,86,43.89
U99522,control,tablet,634,6,EU,0,1,3,0,109,48.16
U48264,treatment,desktop,360,3,NA,0,1,1,9,93,43.28
U50188,control,desktop,347,3,EU,1,1,0,0,101,47.93
U57257,treatment,desktop,172,7,EU,5,0,4,2,85,38.06
U86479,control,tablet,113,3,NA,0,1,6,0,20,15.21
U64140,treatment,tablet,660,0,APAC,2,1,2,9,39,19.87
U22630,treatment,desktop,324,7,LATAM,2,1,5,3,108,45.55
U72982,control,desktop,688,4,EU,1,0,1,0,132,61.98
U38481,control,mobile,546,4,EU,4,1,1,0,31,16.0
U77210,treatment,desktop,110,4,NA,7,0,5,3,193,83.43
U38384,treatment,desktop,352,4,APAC,0,1,3,10,49,27.29
U92702,treatment,desktop,474,17,NA,2,0,3,8,113,51.3
U80822,treatment,desktop,475,4,NA,3,0,4,6,106,46.37
U17127,treatment,tablet,125,8,NA,1,0,2,7,127,61.65
U10207,control,desktop,334,8,APAC,6,0,1,0,51,23.52
U11311,treatment,desktop,53,1,NA,5,1,6,4,188,77.39
U99312,control,desktop,270,15,LATAM,4,1,1,0,130,69.71
U81491,control,desktop,452,3,EU,1,1,2,0,138,58.56
U96393,treatment,desktop,543,4,NA,0,0,2,5,108,44.52
U71603,treatment,desktop,305,3,APAC,2,1,6,3,78,37.78
U94835,treatment,desktop,265,2,NA,1,1,5,4,110,44.81
U80086,control,desktop,470,7,NA,0,0,1,0,33,22.99
U12632,control,desktop,154,1,NA,3,0,6,0,78,36.9
U98445,control,desktop,235,1,APAC,5,1,4,0,55,28.23
U60323,treatment,tablet,103,9,EU,3,0,5,8,118,59.48
U46714,control,desktop,423,2,NA,5,1,0,0,90,41.67
U26718,control,desktop,103,3,NA,0,1,1,0,92,39.14
U23363,treatment,desktop,388,3,EU,1,0,5,10,66,28.55
U93470,treatment,tablet,588,1,APAC,3,0,1,2,36,16.74
U76807,control,desktop,223,3,EU,5,0,4,0,79,33.48
U19962,treatment,mobile,644,3,NA,7,0,4,3,65,27.41
U57036,control,desktop,264,13,APAC,6,0,0,0,79,32.81
U35029,treatment,tablet,231,1,EU,1,1,2,14,50,22.94
U57029,treatment,desktop,21,5,EU,0,1,2,8,119,58.74
U82085,control,desktop,601,5,EU,0,0,2,0,46,22.12
U57382,treatment,mobile,293,2,EU,3,1,6,13,24,15.33
U24401,treatment,desktop,467,4,APAC,0,1,9,3,95,55.94
U91228,treatment,desktop,552,9,APAC,12,1,0,5,127,60.65
U70400,control,desktop,437,2,NA,2,1,6,0,48,24.15
U13975,control,desktop,597,0,NA,1,0,5,0,37,17.61
U22313,control,desktop,267,5,LATAM,0,1,0,0,57,22.95
U34027,treatment,desktop,469,1,APAC,1,1,4,4,112,54.95
U59950,control,desktop,483,2,APAC,6,1,0,0,59,27.3
U40440,control,tablet,575,3,NA,3,1,1,0,63,31.67
U52674,control,desktop,330,11,EU,3,0,1,0,57,22.54
U93500,treatment,desktop,413,4,NA,1,1,2,8,142,58.05
U67124,treatment,desktop,277,3,NA,2,0,10,11,224,104.67
U40496,treatment,desktop,357,2,APAC,2,0,7,3,91,43.21
U92440,treatment,tablet,704,5,EU,0,1,6,7,36,21.31
U55260,control,desktop,479,12,APAC,4,1,1,0,79,45.28
U13254,treatment,desktop,254,8,NA,4,0,4,3,309,133.88
U29586,control,tablet,516,3,APAC,0,1,1,0,146,67.38
U85167,control,desktop,177,6,NA,3,0,2,0,58,28.21
U72830,treatment,desktop,718,0,APAC,4,1,3,4,178,81.53
U61516,control,desktop,333,0,APAC,1,1,2,0,43,19.04
U32804,treatment,tablet,433,1,EU,0,1,2,6,64,38.92
U34501,treatment,mobile,474,12,EU,2,0,5,7,35,15.1
U14208,control,desktop,377,0,NA,1,0,1,0,63,31.66
U93222,treatment,desktop,83,5,APAC,1,0,4,8,103,44.31
U55450,control,desktop,565,4,NA,4,1,0,0,101,47.01
U48201,control,desktop,706,4,NA,1,0,2,0,128,64.61
U32165,treatment,tablet,273,2,EU,1,0,0,10,100,49.37
U69063,treatment,desktop,629,5,EU,0,1,1,8,127,55.52
