user_id,signup_date,first_session_date,device_type,country_tier,referral_source,num_sessions_30d,total_time_min_30d,projects_created_30d,exports_30d,collaborators_invited_30d,support_tickets_30d,used_premium_feature_preview,ai_assistant_sessions_30d,subscribed
V56154,2024-02-16,2024-02-18,desktop,tier_2,organic,5,133,0,2,0,0,0,1,0
V79905,2024-06-11,2024-06-12,desktop,tier_1,paid_ad,12,184,3,0,3,0,0,4,0
V86288,2024-01-03,2024-01-06,desktop,tier_3,referral,10,301,0,2,6,0,1,3,0
V72619,2024-02-28,2024-02-29,desktop,tier_1,organic,18,255,4,4,0,0,0,1,1
V46246,2024-01-21,2024-01-23,tablet,tier_2,organic,15,329,1,6,0,0,1,3,1
V29708,2024-06-18,2024-06-20,desktop,tier_1,social,10,259,1,2,6,0,0,2,1
V55422,2024-03-15,2024-03-16,desktop,tier_1,organic,10,219,0,0,0,2,0,9,0
V12329,2024-04-06,2024-04-08,tablet,tier_3,paid_ad,7,212,2,0,0,2,0,5,0
V25921,2024-02-24,2024-02-29,tablet,tier_3,paid_ad,8,300,1,2,3,0,0,8,0
V73913,2024-02-26,2024-03-07,mobile,tier_1,social,12,192,1,4,2,0,0,6,0
V41854,2024-01-01,2024-01-04,desktop,tier_1,social,11,237,1,5,1,0,0,2,0
V23803,2024-04-30,2024-05-02,desktop,tier_2,referral,6,167,6,4,4,0,1,2,1
V99045,2024-04-29,2024-04-29,mobile,tier_2,organic,6,96,0,4,1,0,0,4,0
V97875,2024-03-04,2024-03-09,tablet,tier_1,social,3,89,2,1,4,0,0,2,0
V16681,2024-05-02,2024-05-04,desktop,tier_2,social,17,373,1,3,2,0,0,3,0
V45125,2024-05-13,2024-05-18,desktop,tier_1,social,8,141,2,2,1,0,1,1,0
V38444,2024-02-12,2024-02-14,desktop,tier_2,paid_ad,19,585,5,2,0,0,0,4,0
V41264,2024-01-23,2024-01-26,mobile,tier_2,social,8,191,3,1,0,1,0,6,0
V84664,2024-06-29,2024-06-30,mobile,tier_2,organic,9,293,1,0,2,0,0,1,0
V31876,2024-03-30,2024-04-03,desktop,tier_1,organic,12,372,8,3,10,0,0,3,1
V70046,2024-05-12,2024-05-13,desktop,tier_3,social,9,143,3,2,5,1,0,4,0
V78319,2024-05-27,2024-05-29,desktop,tier_1,social,8,191,2,1,0,0,0,2,1
V63520,2024-03-22,2024-03-26,tablet,tier_1,organic,4,90,0,2,0,0,0,6,0
V34087,2024-05-09,2024-05-10,desktop,tier_3,paid_ad,7,182,8,1,1,0,0,5,0
V18966,2024-04-02,2024-04-02,tablet,tier_1,organic,9,268,1,4,5,0,0,2,0
V57533,2024-04-27,2024-05-04,desktop,tier_1,organic,17,252,3,0,1,0,1,4,0
V63231,2024-04-15,2024-04-18,desktop,tier_1,organic,5,123,0,6,1,0,0,8,0
V68511,2024-03-01,2024-03-05,tablet,tier_2,social,9,306,1,8,2,2,0,0,1
V33209,2024-04-15,2024-04-16,tablet,tier_1,organic,4,157,2,3,5,0,1,4,1
V93057,2024-02-26,2024-03-02,desktop,tier_3,paid_ad,4,74,5,0,5,0,0,9,0
V88484,2024-01-13,2024-01-17,mobile,tier_2,paid_ad,9,176,2,3,0,0,0,4,0
V21242,2024-02-17,2024-02-23,desktop,tier_1,paid_ad,4,126,3,2,0,0,1,0,0
V70438,2024-03-09,2024-03-11,desktop,tier_1,organic,1,35,0,0,3,1,0,3,0
V49321,2024-06-16,2024-06-18,mobile,tier_2,social,6,151,0,2,4,0,0,5,0
V93098,2024-04-20,2024-05-04,desktop,tier_2,paid_ad,9,254,4,0,0,3,0,2,0
V40594,2024-03-22,2024-03-24,desktop,tier_2,paid_ad,11,384,0,5,2,0,0,4,0
V20990,2024-02-09,2024-02-19,tablet,tier_2,organic,2,20,4,1,2,0,0,4,1
V30097,2024-01-24,2024-01-26,desktop,tier_3,organic,9,277,6,0,0,0,1,4,0
V84260,2024-05-06,2024-05-10,desktop,tier_2,paid_ad,13,455,0,2,0,0,0,2,0
V82576,2024-04-27,2024-04-29,desktop,tier_3,referral,6,183,2,1,0,0,0,8,0
V20010,2024-05-21,2024-05-22,mobile,tier_1,organic,20,228,0,2,3,1,1,1,0
V55462,2024-06-27,2024-06-28,tablet,tier_1,organic,17,323,3,4,0,3,0,2,0
V23243,2024-06-06,2024-06-11,tablet,tier_1,organic,8,129,5,1,6,0,0,1,0
V49134,2024-05-11,2024-05-12,desktop,tier_2,social,16,352,1,3,1,0,0,3,0
V39091,2024-06-09,2024-06-09,desktop,tier_2,paid_ad,7,243,5,3,2,0,0,6,0
V67231,2024-04-10,2024-04-11,tablet,tier_3,referral,7,145,3,0,5,0,0,1,0
V92292,2024-06-28,2024-06-29,desktop,tier_1,organic,7,155,1,7,0,3,0,4,0
V37660,2024-01-15,2024-01-18,desktop,tier_1,social,8,266,0,15,1,0,0,2,1
V10067,2024-06-20,2024-06-23,desktop,tier_1,paid_ad,5,135,3,5,3,0,1,4,1
V22086,2024-02-02,2024-02-06,mobile,tier_2,social,5,109,1,1,0,0,0,7,0
V63619,2024-06-25,2024-06-25,desktop,tier_3,social,12,193,2,1,0,0,0,7,0
V38064,2024-02-24,2024-02-24,desktop,tier_1,organic,12,424,0,2,1,1,1,2,0
V54138,2024-02-23,2024-02-24,mobile,tier_3,referral,5,152,3,7,0,2,0,2,0
V51232,2024-01-31,2024-02-02,tablet,tier_3,social,5,97,0,3,0,0,0,2,0
V16351,2024-03-07,2024-03-09,mobile,tier_3,paid_ad,17,635,4,0,2,1,0,7,0
V39509,2024-04-14,2024-04-18,tablet,tier_2,organic,7,121,3,2,0,0,1,6,0
V76870,2024-05-05,2024-05-12,desktop,tier_2,organic,8,103,1,2,0,0,0,8,1
V89166,2024-02-25,2024-03-10,mobile,tier_2,organic,8,231,4,0,1,0,0,5,0
V82651,2024-04-15,2024-05-06,desktop,tier_1,social,15,366,4,2,2,2,0,4,0
V42038,2024-06-15,2024-06-17,desktop,tier_1,social,9,280,1,0,0,0,0,2,0
V37604,2024-05-15,2024-05-16,desktop,tier_2,organic,2,20,2,6,2,0,0,1,0
V55293,2024-05-16,2024-05-23,tablet,tier_1,organic,5,152,4,2,3,0,0,4,0
V44383,2024-05-09,2024-05-13,desktop,tier_2,organic,10,189,3,0,0,1,0,1,0
V84494,2024-05-19,2024-05-21,desktop,tier_2,organic,5,87,2,3,1,0,1,0,1
V79659,2024-04-24,2024-04-25,desktop,tier_3,organic,5,160,3,3,1,0,0,4,0
V13526,2024-02-24,2024-03-02,desktop,tier_2,paid_ad,16,390,0,6,3,0,0,6,0
V94023,2024-04-19,2024-04-22,desktop,tier_1,organic,25,419,2,2,0,1,0,1,1
V55530,2024-01-24,2024-01-26,tablet,tier_1,social,4,82,2,3,0,1,0,13,0
V41905,2024-02-08,2024-02-11,tablet,tier_3,organic,6,59,2,0,1,1,0,2,0
V43291,2024-06-03,2024-06-03,mobile,tier_1,paid_ad,16,376,2,0,1,0,0,6,0
V63997,2024-02-20,2024-02-20,tablet,tier_2,referral,9,182,4,2,2,1,0,3,0
V77866,2024-01-01,2024-01-03,mobile,tier_1,social,7,93,7,1,3,0,1,5,0
V79502,2024-02-21,2024-03-13,mobile,tier_1,social,6,135,0,1,1,0,0,3,0
V84261,2024-02-27,2024-03-03,desktop,tier_2,referral,3,102,1,0,6,2,0,6,1
V41463,2024-06-26,2024-06-26,desktop,tier_2,paid_ad,9,199,4,0,4,1,0,4,0
V66877,2024-06-06,2024-06-06,desktop,tier_1,paid_ad,7,161,2,2,1,0,1,2,0
V95252,2024-01-21,2024-01-21,desktop,tier_2,social,12,148,0,2,3,0,0,7,0
V91892,2024-03-06,2024-03-09,desktop,tier_1,social,12,156,1,1,3,0,1,3,0
V58211,2024-04-26,2024-04-29,mobile,tier_2,organic,3,73,4,2,2,3,0,0,0
V89446,2024-01-06,2024-01-08,desktop,tier_2,paid_ad,8,214,8,7,0,0,1,3,1
V82779,2024-02-16,2024-02-19,tablet,tier_1,organic,2,81,4,2,0,1,1,8,0
V94675,2024-02-26,2024-02-26,desktop,tier_3,paid_ad,8,259,0,0,1,0,0,3,0
V82135,2024-03-21,2024-03-22,desktop,tier_3,paid_ad,12,274,2,1,4,0,0,0,1
V52511,2024-04-17,2024-04-22,desktop,tier_1,organic,9,244,1,4,0,0,1,2,1
V60642,2024-05-13,2024-05-27,mobile,tier_3,organic,15,477,2,0,6,0,0,5,0
V28975,2024-01-07,2024-01-09,tablet,tier_3,organic,6,165,2,8,3,0,0,1,0
V73556,2024-02-23,2024-02-24,desktop,tier_1,organic,14,330,3,3,0,0,0,5,1
V32684,2024-04-13,2024-04-15,desktop,tier_2,organic,5,146,2,1,1,0,0,2,0
V46690,2024-05-14,2024-05-14,tablet,tier_1,organic,4,55,6,7,3,1,1,2,1
V56460,2024-06-24,2024-06-29,desktop,tier_1,paid_ad,26,361,1,0,2,0,1,9,1
V15845,2024-03-29,2024-04-19,mobile,tier_2,organic,17,285,1,4,0,0,1,10,0
V77635,2024-02-10,2024-02-16,mobile,tier_2,social,8,216,3,2,3,0,1,6,0
V56604,2024-05-08,2024-05-09,desktop,tier_3,organic,5,173,0,1,2,0,1,1,1
V18189,2024-02-29,2024-03-01,mobile,tier_2,paid_ad,12,240,1,4,0,1,0,4,0
V26361,2024-06-23,2024-06-24,desktop,tier_2,organic,23,413,0,1,0,0,0,5,0
V37686,2024-02-16,2024-02-16,desktop,tier_3,paid_ad,19,358,1,5,1,0,0,11,1
V80984,2024-03-15,2024-03-15,desktop,tier_2,referral,5,168,1,3,0,0,0,3,0
V36964,2024-06-28,2024-07-05,tablet,tier_2,organic,15,307,0,1,5,0,0,4,0
V25971,2024-02-04,2024-02-08,desktop,tier_3,social,22,728,6,1,5,0,1,4,0
V59987,2024-06-20,2024-06-30,desktop,tier_3,paid_ad,14,211,2,0,0,2,1,6,0
V55096,2024-02-22,2024-02-22,mobile,tier_2,social,4,91,1,3,2,0,0,0,0
V54516,2024-02-08,2024-02-08,desktop,tier_1,organic,21,604,2,3,0,2,0,1,0
V62224,2024-01-21,2024-01-25,desktop,tier_2,organic,14,168,0,0,5,3,0,2,0
V51125,2024-04-13,2024-04-15,desktop,tier_2,organic,2,5,5,2,5,0,0,5,0
V91302,2024-03-11,2024-03-12,desktop,tier_3,social,15,230,3,2,0,5,0,3,0
V41849,2024-06-17,2024-06-23,tablet,tier_3,referral,10,286,1,1,0,0,0,6,0
V83488,2024-05-28,2024-06-04,desktop,tier_2,organic,11,220,3,1,0,0,1,0,0
V17589,2024-04-18,2024-05-02,desktop,tier_2,organic,21,400,4,1,3,0,0,4,0
V59391,2024-05-14,2024-05-14,desktop,tier_2,organic,13,309,3,5,2,1,1,5,1
V88247,2024-06-19,2024-06-29,desktop,tier_2,organic,10,253,4,1,0,0,0,6,0
V16722,2024-05-05,2024-05-05,desktop,tier_2,organic,8,239,0,2,5,1,0,1,0
V12223,2024-03-16,2024-03-18,tablet,tier_1,organic,23,808,6,5,2,0,0,5,0
V46492,2024-02-05,2024-02-08,mobile,tier_1,social,7,230,2,1,0,0,0,7,0
V17005,2024-06-27,2024-07-04,mobile,tier_3,referral,12,232,3,3,6,1,1,3,0
V41451,2024-02-11,2024-02-13,desktop,tier_3,organic,12,422,5,1,1,0,0,7,0
V20781,2024-02-18,2024-02-21,desktop,tier_3,social,9,151,4,3,2,0,0,15,0
V93356,2024-01-22,2024-01-22,desktop,tier_1,organic,16,425,1,5,2,0,0,1,0
V38220,2024-03-26,2024-03-27,desktop,tier_2,social,9,194,2,2,4,1,0,3,0
V91682,2024-06-06,2024-06-06,tablet,tier_2,social,11,151,2,3,1,0,1,2,1
V11044,2024-01-22,2024-01-26,tablet,tier_2,paid_ad,7,119,2,6,0,2,1,0,0
V73466,2024-04-21,2024-04-28,desktop,tier_3,paid_ad,5,98,0,1,0,0,0,2,0
V60897,2024-05-08,2024-05-09,tablet,tier_1,paid_ad,9,230,4,1,4,0,0,2,0
V98085,2024-01-14,2024-01-20,tablet,tier_3,organic,25,655,4,0,1,1,0,5,0
V16278,2024-03-14,2024-03-15,mobile,tier_1,social,7,125,3,4,3,0,0,6,0
V46141,2024-03-05,2024-03-09,desktop,tier_2,organic,13,425,2,0,1,2,0,0,0
V14704,2024-02-02,2024-02-04,desktop,tier_3,referral,8,154,1,0,0,0,0,1,0
V95082,2024-05-06,2024-05-12,desktop,tier_1,referral,8,208,6,0,0,0,0,1,0
V54073,2024-01-31,2024-02-05,mobile,tier_1,organic,9,176,4,3,3,0,1,4,0
V95061,2024-05-16,2024-05-21,desktop,tier_1,social,9,236,0,3,1,0,0,3,0
V28694,2024-06-19,2024-06-19,tablet,tier_2,organic,11,249,1,1,0,2,0,2,0
V68413,2024-06-11,2024-06-11,desktop,tier_3,referral,8,190,2,2,1,0,1,9,1
V74745,2024-04-27,2024-04-28,mobile,tier_1,social,2,73,0,1,1,0,1,7,0
V49719,2024-03-14,2024-03-19,desktop,tier_1,organic,8,135,1,2,3,3,0,7,1
V30385,2024-04-30,2024-04-30,tablet,tier_1,organic,12,147,0,0,2,0,0,3,0
V55318,2024-01-09,2024-01-12,tablet,tier_1,organic,8,254,2,1,3,0,0,4,0
V74278,2024-01-10,2024-01-10,desktop,tier_2,paid_ad,8,162,0,0,0,0,0,3,0
V39296,2024-05-06,2024-05-07,desktop,tier_1,social,16,247,5,3,0,2,0,2,0
V46425,2024-05-04,2024-05-05,desktop,tier_1,organic,7,157,0,4,0,1,0,3,0
V85406,2024-03-24,2024-03-26,desktop,tier_1,organic,13,174,8,0,3,0,1,2,0
V40759,2024-04-15,2024-04-16,mobile,tier_2,organic,5,121,3,2,1,0,0,5,1
V53939,2024-01-13,2024-01-17,desktop,tier_1,organic,7,103,2,1,1,2,0,8,0
V64023,2024-05-25,2024-05-25,desktop,tier_3,paid_ad,14,423,2,0,0,0,1,3,0
V54161,2024-06-07,2024-06-07,desktop,tier_1,organic,1,46,1,1,1,1,0,2,1
V44147,2024-02-17,2024-02-18,desktop,tier_1,organic,7,195,4,4,8,0,0,2,0
V55988,2024-06-29,2024-07-06,desktop,tier_1,referral,9,222,0,0,4,0,0,4,0
V95080,2024-02-23,2024-02-23,tablet,tier_2,organic,9,156,2,4,0,2,0,5,0
V79992,2024-02-10,2024-02-11,tablet,tier_2,social,8,196,1,4,1,0,0,2,0
V79131,2024-02-22,2024-03-03,tablet,tier_2,organic,7,173,1,2,3,2,1,9,0
V58149,2024-03-10,2024-03-16,desktop,tier_1,organic,7,161,0,2,1,1,0,2,0
V48168,2024-03-05,2024-03-15,mobile,tier_1,organic,10,165,2,3,6,2,0,6,0
V56679,2024-04-02,2024-04-02,mobile,tier_1,organic,4,79,0,0,3,0,0,1,0
V98816,2024-06-21,2024-06-27,desktop,tier_2,referral,27,486,3,1,3,0,0,2,0
V22327,2024-01-12,2024-01-15,desktop,tier_1,social,2,77,9,1,5,0,1,1,1
V69576,2024-01-05,2024-01-08,desktop,tier_2,social,9,206,0,3,0,0,0,4,0
V95401,2024-01-12,2024-01-14,tablet,tier_2,organic,1,29,3,0,3,4,0,3,0
V87453,2024-05-19,2024-05-19,desktop,tier_1,paid_ad,24,682,4,0,3,0,0,4,1
V78418,2024-05-23,2024-06-02,desktop,tier_1,organic,4,70,0,4,1,0,0,1,0
V73521,2024-06-01,2024-06-04,desktop,tier_2,paid_ad,6,172,1,3,6,0,1,6,1
V33727,2024-03-10,2024-03-10,mobile,tier_1,social,5,82,1,0,0,0,0,2,0
V92077,2024-01-20,2024-01-20,tablet,tier_2,social,7,217,3,2,5,0,0,8,0
V58032,2024-05-02,2024-05-23,desktop,tier_1,organic,10,222,2,1,2,0,0,11,0
V77314,2024-04-29,2024-04-29,desktop,tier_2,organic,3,76,4,1,2,1,1,1,0
V36154,2024-01-03,2024-01-03,desktop,tier_3,organic,10,189,1,0,1,1,0,8,0
V31656,2024-02-04,2024-02-05,tablet,tier_1,social,2,78,2,0,2,0,0,1,0
V97663,2024-06-01,2024-06-01,tablet,tier_1,organic,12,357,3,3,0,1,1,2,0
V89451,2024-01-29,2024-02-01,tablet,tier_2,organic,4,83,1,0,0,0,0,3,0
V10403,2024-04-28,2024-05-03,desktop,tier_3,organic,9,143,0,4,4,0,0,5,0
V36392,2024-06-22,2024-06-23,mobile,tier_2,organic,6,162,2,6,1,2,1,5,1
V79009,2024-02-03,2024-02-04,desktop,tier_2,organic,6,115,3,3,2,0,0,1,0
V97946,2024-04-11,2024-04-13,desktop,tier_2,paid_ad,4,155,6,0,0,0,1,1,0
V81011,2024-03-29,2024-03-31,tablet,tier_2,organic,19,211,0,5,3,0,1,4,1
V35847,2024-05-12,2024-05-14,desktop,tier_2,organic,15,339,2,0,0,0,0,1,0
V33101,2024-03-13,2024-03-17,desktop,tier_1,paid_ad,10,219,6,0,0,0,1,6,0
V66976,2024-04-30,2024-05-14,tablet,tier_2,organic,7,178,3,1,1,0,1,4,0
V80118,2024-01-10,2024-01-20,desktop,tier_1,paid_ad,4,48,4,0,0,0,0,1,0
V30625,2024-04-15,2024-04-15,desktop,tier_3,organic,6,134,0,1,1,0,0,7,0
V70026,2024-03-08,2024-03-08,desktop,tier_2,organic,6,123,0,2,3,1,0,3,0
V75914,2024-04-22,2024-04-29,desktop,tier_3,social,4,122,4,4,3,0,0,14,0
V38662,2024-05-06,2024-05-08,desktop,tier_1,social,14,432,4,3,2,0,0,2,0
V21942,2024-01-23,2024-01-26,desktop,tier_1,social,10,167,4,2,0,5,0,4,0
V24315,2024-02-25,2024-02-29,desktop,tier_1,social,11,241,1,2,5,2,1,2,0
V34730,2024-05-25,2024-05-28,tablet,tier_3,referral,13,228,6,1,1,0,0,1,0
V10921,2024-01-08,2024-01-11,desktop,tier_2,referral,3,109,1,0,0,1,0,1,0
V82975,2024-02-09,2024-02-14,tablet,tier_2,paid_ad,8,247,4,0,3,1,0,7,0
V13661,2024-05-09,2024-05-11,desktop,tier_2,social,6,154,2,2,1,0,0,1,0
V48118,2024-01-19,2024-01-22,desktop,tier_2,social,8,244,0,1,0,0,0,3,0
V60375,2024-03-24,2024-03-26,desktop,tier_1,organic,4,92,2,0,0,0,0,2,0
V24155,2024-03-25,2024-04-04,tablet,tier_2,paid_ad,9,259,2,4,3,0,1,1,0
V68809,2024-06-11,2024-07-02,desktop,tier_1,social,15,326,0,1,0,0,0,6,0
V73643,2024-04-04,2024-04-06,desktop,tier_1,organic,9,324,0,0,5,0,1,5,0
V28053,2024-03-11,2024-03-13,desktop,tier_3,organic,11,308,3,8,0,2,0,5,0
V99733,2024-03-27,2024-03-28,mobile,tier_3,social,2,59,0,2,4,0,0,6,1
V77429,2024-03-14,2024-03-24,desktop,tier_3,paid_ad,6,188,3,0,0,1,1,1,0
V31866,2024-03-01,2024-03-22,mobile,tier_1,paid_ad,2,73,2,3,1,0,0,3,0
V96568,2024-06-27,2024-06-27,desktop,tier_3,paid_ad,7,141,0,2,0,0,1,1,1
V31206,2024-02-20,2024-02-22,tablet,tier_2,paid_ad,5,101,1,0,1,1,0,12,0
V73653,2024-02-22,2024-03-23,mobile,tier_2,paid_ad,7,142,1,2,3,0,0,5,0
V12711,2024-05-10,2024-05-12,mobile,tier_3,organic,18,537,0,4,1,1,0,3,1
V22315,2024-06-07,2024-06-10,tablet,tier_1,paid_ad,14,449,1,0,2,0,0,1,0
V29914,2024-06-08,2024-06-08,tablet,tier_2,organic,7,62,2,0,2,0,0,7,0
V29030,2024-03-12,2024-03-19,desktop,tier_1,social,12,328,1,0,0,1,0,6,0
V71209,2024-06-22,2024-06-25,tablet,tier_1,social,11,335,2,3,1,1,1,2,1
V84900,2024-01-23,2024-01-24,desktop,tier_1,social,9,99,7,3,4,0,1,2,0
V58517,2024-02-20,2024-02-21,tablet,tier_2,organic,15,382,1,2,0,1,0,6,0
V76135,2024-04-27,2024-05-01,desktop,tier_3,paid_ad,10,206,3,3,3,0,0,5,0
V52794,2024-04-12,2024-04-19,tablet,tier_2,organic,3,95,1,0,0,0,0,1,0
V99275,2024-02-14,2024-02-21,tablet,tier_2,referral,15,468,2,4,0,0,0,1,0
V75991,2024-01-28,2024-02-01,desktop,tier_3,social,5,123,0,5,4,0,0,0,0
V46714,2024-03-10,2024-03-13,desktop,tier_3,organic,5,62,3,5,2,2,1,1,0
V44755,2024-06-21,2024-06-24,desktop,tier_1,social,10,343,3,1,4,0,1,2,0
V34412,2024-05-16,2024-05-21,desktop,tier_2,paid_ad,21,358,3,3,0,0,0,8,0
V20677,2024-05-11,2024-05-13,desktop,tier_3,social,8,139,0,1,2,0,0,8,0
V28652,2024-06-07,2024-06-13,desktop,tier_1,social,4,116,1,0,0,0,1,1,0
V61431,2024-01-10,2024-01-12,mobile,tier_2,organic,19,535,2,2,0,0,1,0,1
V71728,2024-04-04,2024-04-06,tablet,tier_3,organic,8,145,4,1,2,1,0,1,0
V28477,2024-04-18,2024-04-21,desktop,tier_1,referral,15,296,1,2,1,2,0,3,0
V46836,2024-02-17,2024-02-17,tablet,tier_1,paid_ad,11,318,0,2,3,1,1,7,1
V53776,2024-02-08,2024-02-09,desktop,tier_2,paid_ad,5,169,5,1,5,3,0,2,1
V29309,2024-04-23,2024-04-23,desktop,tier_1,organic,8,184,5,2,3,0,1,6,1
V10873,2024-02-21,2024-03-02,mobile,tier_2,referral,9,142,1,2,4,0,0,5,0
V49511,2024-06-08,2024-06-13,desktop,tier_3,referral,19,542,2,2,5,0,0,5,0
V66680,2024-03-05,2024-03-09,tablet,tier_1,social,11,182,1,1,1,1,0,8,0
V64798,2024-02-10,2024-02-17,tablet,tier_1,referral,9,236,1,0,1,0,0,5,0
V74019,2024-04-28,2024-04-28,mobile,tier_1,organic,10,227,0,1,0,3,0,2,1
V49758,2024-06-02,2024-06-03,desktop,tier_1,referral,2,5,0,3,0,0,0,10,0
V99641,2024-01-07,2024-01-07,desktop,tier_1,social,10,332,3,3,2,0,0,4,0
V26473,2024-03-17,2024-03-19,desktop,tier_2,referral,10,270,1,4,1,1,0,0,0
V15710,2024-04-20,2024-04-23,desktop,tier_2,social,12,253,9,1,6,1,0,0,0
V73923,2024-01-04,2024-01-05,desktop,tier_2,social,11,292,2,2,1,1,0,2,0
V63752,2024-03-11,2024-03-14,desktop,tier_2,organic,6,177,3,2,1,1,0,6,0
V79095,2024-05-31,2024-06-01,tablet,tier_3,social,6,234,3,4,5,3,1,0,0
V53704,2024-05-10,2024-05-14,desktop,tier_1,social,7,150,2,3,1,1,1,4,0
V84229,2024-06-04,2024-06-04,tablet,tier_1,organic,13,264,2,1,1,2,0,4,1
V59187,2024-06-02,2024-06-02,desktop,tier_1,referral,4,73,1,0,3,2,0,6,0
V31169,2024-04-14,2024-05-05,mobile,tier_1,paid_ad,7,146,0,0,1,0,0,1,0
V46408,2024-03-19,2024-03-20,desktop,tier_2,paid_ad,4,60,3,0,1,0,0,2,0
V83195,2024-06-20,2024-06-27,desktop,tier_1,social,10,345,4,2,8,0,1,6,1
V68551,2024-03-18,2024-03-18,desktop,tier_1,organic,15,505,1,3,3,0,0,1,0
V92569,2024-03-22,2024-03-24,desktop,tier_1,paid_ad,9,164,2,0,10,1,1,4,1
V25790,2024-03-16,2024-03-21,desktop,tier_3,organic,12,176,2,3,2,2,0,3,0
V27459,2024-01-15,2024-01-15,desktop,tier_3,organic,12,210,2,2,0,0,1,6,0
V28365,2024-04-07,2024-04-12,desktop,tier_3,organic,6,128,2,5,3,0,1,8,0
V54821,2024-05-16,2024-05-16,desktop,tier_1,social,11,336,2,0,4,0,0,0,0
V64201,2024-05-06,2024-05-07,mobile,tier_2,referral,11,273,4,4,0,4,0,3,0
V80212,2024-06-28,2024-06-30,desktop,tier_2,referral,7,180,3,0,0,0,1,9,1
V90588,2024-06-23,2024-06-26,desktop,tier_2,paid_ad,5,151,5,2,3,0,0,5,0
V89415,2024-05-09,2024-05-10,tablet,tier_1,social,11,255,8,1,1,0,1,3,0
V37445,2024-06-11,2024-06-13,desktop,tier_1,referral,11,379,1,1,2,1,1,3,0
V50813,2024-01-24,2024-01-26,desktop,tier_2,social,15,325,0,0,0,1,0,3,0
V69785,2024-01-07,2024-01-07,desktop,tier_2,referral,25,471,0,1,0,0,0,3,1
V57906,2024-01-25,2024-01-30,mobile,tier_2,organic,17,517,1,2,0,0,1,3,1
V25393,2024-01-18,2024-01-20,tablet,tier_1,paid_ad,12,263,1,0,0,0,1,3,1
V62362,2024-02-22,2024-02-23,desktop,tier_3,paid_ad,17,354,1,2,2,0,0,1,0
V86729,2024-04-13,2024-04-20,desktop,tier_1,paid_ad,9,286,5,2,0,3,1,1,0
V77778,2024-05-13,2024-05-20,desktop,tier_2,organic,7,162,3,1,2,1,0,7,0
V13070,2024-06-16,2024-06-19,tablet,tier_2,organic,5,201,1,4,2,0,0,2,0
V91847,2024-04-07,2024-04-08,desktop,tier_1,paid_ad,11,332,2,4,1,0,1,2,0
V13395,2024-05-18,2024-05-21,desktop,tier_2,organic,13,443,3,5,0,1,0,2,0
V81553,2024-06-22,2024-06-29,desktop,tier_2,referral,9,190,2,6,2,0,0,6,1
V97649,2024-02-25,2024-02-25,tablet,tier_1,paid_ad,9,149,7,1,1,2,0,2,0
V17969,2024-04-08,2024-04-08,desktop,tier_2,organic,6,135,2,2,2,0,0,10,0
V68609,2024-02-17,2024-02-23,desktop,tier_2,paid_ad,4,93,2,0,1,0,0,4,0
V74468,2024-02-27,2024-03-02,desktop,tier_1,social,5,136,0,1,0,0,0,1,0
V12856,2024-04-11,2024-04-12,desktop,tier_2,social,6,78,4,5,2,0,0,2,1
V88030,2024-03-13,2024-03-17,desktop,tier_1,organic,6,157,3,1,0,0,0,1,0
V22298,2024-02-22,2024-02-25,tablet,tier_1,paid_ad,4,149,0,1,2,1,0,7,0
V41913,2024-04-24,2024-04-25,desktop,tier_1,social,3,78,0,1,3,2,0,2,0
V47004,2024-04-04,2024-04-06,desktop,tier_3,social,7,235,0,2,3,0,1,2,0
V79913,2024-06-06,2024-06-07,desktop,tier_3,organic,7,198,2,2,0,0,0,6,0
V13085,2024-05-23,2024-05-25,tablet,tier_3,social,5,130,3,0,0,0,0,6,0
V81197,2024-01-10,2024-01-10,desktop,tier_3,paid_ad,16,482,0,3,0,0,0,1,0
V96452,2024-03-24,2024-04-14,desktop,tier_2,social,6,170,1,0,0,1,0,6,0
V50621,2024-03-22,2024-03-27,desktop,tier_2,organic,11,373,4,3,4,0,0,4,0
V18108,2024-06-20,2024-06-26,tablet,tier_2,organic,2,76,0,1,0,0,0,3,0
V39085,2024-04-08,2024-04-08,tablet,tier_1,organic,5,129,1,3,0,4,0,4,0
V48014,2024-04-05,2024-04-12,desktop,tier_2,paid_ad,3,94,4,1,1,3,1,1,0
V88044,2024-03-26,2024-03-27,desktop,tier_1,referral,15,349,2,3,0,2,0,2,0
V66722,2024-06-18,2024-06-23,tablet,tier_3,referral,9,191,0,0,3,2,0,0,0
V21086,2024-02-09,2024-02-13,mobile,tier_2,social,7,222,1,0,4,0,0,3,0
V69368,2024-01-07,2024-02-06,desktop,tier_1,organic,11,258,5,1,2,0,0,1,0
V37202,2024-05-21,2024-05-31,desktop,tier_1,social,11,353,4,1,2,0,0,3,0
V27276,2024-06-24,2024-06-27,tablet,tier_1,organic,13,434,2,2,0,2,1,2,1
V17806,2024-01-30,2024-02-02,desktop,tier_2,organic,4,113,7,6,2,0,0,4,0
V41943,2024-02-05,2024-02-09,desktop,tier_1,paid_ad,5,130,4,5,1,3,1,6,1
V24063,2024-01-01,2024-01-01,tablet,tier_2,organic,7,206,0,0,0,0,0,1,0
V36477,2024-02-13,2024-02-19,tablet,tier_1,referral,7,130,2,3,3,0,0,8,0
V67544,2024-06-10,2024-06-11,desktop,tier_1,paid_ad,11,342,0,2,0,2,0,4,0
