track_id,title,artist,genre,year,duration,duration_sec,tempo_bpm,key,energy,danceability,valence,acousticness,speechiness,loudness_db,explicit,streams_millions,monthly_listeners,playlist_adds,chart_peak,label
TRK00156,Cloudy Silence,Kai Vale,Pop,2023,4:37,277,138,D Minor,0.871,0.666,0.444,0.081,0.088,-8.6,True,25.47,1045,34613,,Universal Music
TRK00157,Midnight Skies,Vera Pierce,Pop,2023,3:31,211,122,B Minor,0.599,0.346,0.659,0.384,0.077,-4.4,False,7.73,643,13697,,Jagjaguwar
TRK00158,Dark Heart,Nora Laurent,Pop,2019,4:06,246,84,A Major,0.503,0.124,0.371,0.527,0.062,-8.3,False,1.3,101,2685,,Sony Music
TRK00159,Wild Time,Paper Wolves,Hip-Hop,2022,3:42,222,146,D# Major,0.72,0.39,0.512,0.605,0.243,-11.4,True,2.11,194,5622,,Beggars Group
TRK00160,Electric Days,Elijah West,Pop,2017,3:12,192,82,D# Major,0.279,0.196,0.261,0.959,0.151,-2.5,False,25.6,1461,71738,200.0,Sony Music
TRK00161,Burning World,Theo Stone,Country,2021,2:14,134,116,F Major,0.837,0.482,0.26,0.446,0.046,-3.2,False,3.07,137,6857,,AWAL
TRK00162,Crimson Roads,Rhys Cross,Electronic,2015,4:29,269,129,F# Major,0.796,0.573,0.233,0.511,0.062,-10.8,False,8.4,278,7484,,Dead Oceans
TRK00163,Ghostly Mind,River Holt,Hip-Hop,2018,2:47,167,138,E Minor,0.292,0.27,0.718,0.682,0.54,-6.1,True,11.72,692,31905,,Sony Music
TRK00164,Wasted Lights,Static Bloom,Hip-Hop,2022,4:20,260,146,F# Major,0.502,0.663,0.51,0.417,0.357,-8.6,False,0.05,1,50,6.0,A24 Sounds
TRK00165,Fearless Lies,Elijah Pierce,Hip-Hop,2024,3:47,227,128,D# Minor,0.506,0.49,0.695,0.474,0.684,-5.3,False,21.95,1185,13893,41.0,Warner Music
TRK00166,Hollow Blues,The Hollow Kings,Rock,2016,2:50,170,87,D Minor,0.861,0.331,0.577,0.067,0.259,-10.6,False,1.35,92,2150,,Secretly Canadian
TRK00167,Burning Bones,Rhys Drake,Electronic,2021,3:39,219,127,D# Minor,0.974,0.583,0.215,0.087,0.028,-4.4,True,2.61,227,5772,27.0,Secretly Canadian
TRK00168,Blazing Bones Tonight,Aria Kade,Pop,2022,4:48,288,122,F Minor,0.783,0.472,0.525,0.313,0.103,-3.3,False,31.07,2237,27136,23.0,Dead Oceans
TRK00169,Wasted Bones,The Hollow Kings,Indie,2024,4:25,265,84,A Major,0.573,0.453,0.215,0.562,0.055,-10.8,False,27.83,1317,34743,13.0,Concord
TRK00170,Burning Mind Away,Rhys Voss ft. Sage Holt,Pop,2022,3:08,188,136,E Minor,0.423,0.144,0.641,0.678,0.031,-7.3,False,7.97,342,5580,,Universal Music
TRK00171,Faded Love Alone,Aria Solis,Hip-Hop,2017,3:00,180,108,D# Major,0.436,0.209,0.466,0.568,0.132,-3.2,True,10.56,659,21600,,Interscope
TRK00172,Crimson Bones,Zoe Hartley,Latin,2017,3:31,211,85,A# Major,0.692,0.276,0.611,0.515,0.065,-11.0,False,14.6,877,33150,6.0,Sony Music
TRK00173,Broken Lies,Electric Fauna,Pop,2022,3:21,201,123,D Minor,0.583,0.295,0.537,0.453,0.065,-9.8,False,26.95,2182,48488,,Sony Music
TRK00174,Wasted Love Tonight,Marcus Solis ft. Ember Voss,Pop,2018,4:13,253,139,C# Major,0.754,0.411,0.691,0.398,0.051,-5.2,False,31.18,1340,50233,63.0,Sony Music
TRK00175,Dark Skies,Cleo Nova ft. Elijah Lowe,Electronic,2024,3:55,235,130,A# Major,0.624,0.362,0.396,0.368,0.081,-8.1,True,4.88,176,12781,,A24 Sounds
TRK00176,Sacred Night,Marcus Quinn ft. Cleo Holt,Hip-Hop,2024,2:23,143,98,C# Minor,0.933,0.44,0.224,0.384,1.0,-13.0,True,1.63,52,2523,,Concord
TRK00177,Hollow Winter,Ember Pierce,Pop,2024,3:44,224,116,F Major,0.664,0.569,0.565,0.471,0.021,-8.6,False,3.04,264,4877,,Sony Music
TRK00178,Cloudy Dreams,Juno Calloway,Pop,2019,3:20,200,141,F Major,0.455,0.362,0.667,0.717,0.204,-1.4,False,4.88,209,9483,1.0,Universal Music
TRK00179,Golden Lies,Soren Mack ft. Vera Voss,Pop,2022,3:28,208,92,A# Major,0.813,0.326,0.428,0.204,0.081,-1.0,False,3.92,173,8857,,Secretly Canadian
TRK00180,Burning Love Together,Skye Stone,Rock,2022,3:36,216,98,F Major,0.941,0.615,0.516,0.268,0.058,-9.7,False,1.13,15,2760,45.0,Sony Music
TRK00181,Velvet Silence,Lila Mack,Pop,2015,4:13,253,113,G Minor,0.752,0.27,0.704,0.467,0.016,-10.7,False,7.16,328,4310,5.0,Interscope
TRK00182,Wasted Mind,Electric Fauna,R&B,2019,4:04,244,114,E Minor,0.277,0.368,0.27,0.533,0.151,-9.1,False,0.54,1,1419,,Jagjaguwar
TRK00183,Distant Silence,Rhys Hartley,Indie,2018,2:59,179,121,D Major,0.526,0.568,0.614,0.719,0.026,-1.2,False,4.6,206,7490,200.0,Concord
TRK00184,Wasted Chains,Velvet Riot,Pop,2020,3:25,205,122,A# Minor,0.978,0.628,0.761,0.068,0.159,-4.6,False,5.05,336,13961,,Universal Music
TRK00185,Dark Mind,Finn Voss,Hip-Hop,2024,3:10,190,119,G Minor,0.564,0.247,0.473,0.574,0.9930000000000001,-2.4,True,4.93,266,9075,,Interscope
TRK00186,Lost Winter,Electric Fauna,Pop,2023,2:23,143,111,A# Minor,0.353,0.136,0.633,0.932,0.029,-4.0,False,12.76,403,21559,3.0,Sony Music
TRK00187,Neon Waves,Juno Steele ft. Finn Calloway,Hip-Hop,2019,3:23,203,115,A Minor,0.774,0.44,0.301,0.495,0.627,-12.1,False,10.53,344,10408,,AWAL
TRK00188,Wild Dreams,Nora Lowe,Pop,2021,4:37,277,78,D Minor,0.551,0.343,0.866,0.38,0.084,-10.8,False,75.15,2449,125801,,Concord
TRK00189,Silver Rain,Remy Blaine,R&B,2018,2:22,142,154,A# Minor,0.38,0.439,0.069,0.675,0.015,-9.9,True,2.1,74,3637,,Sub Pop
TRK00190,Distant Roads Inside,Mia Drake ft. Kai Drake,Hip-Hop,2019,3:26,206,103,F# Minor,0.521,0.472,0.514,0.731,0.093,-9.3,False,5.95,332,16280,,A24 Sounds
TRK00191,Crimson Bones Now,Asha Steele ft. Aria Drake,Rock,2016,3:25,205,117,D Major,0.583,0.515,0.411,0.436,0.095,-9.9,False,5.39,437,14648,,Beggars Group
TRK00192,Restless Blues,Dex Bane,Electronic,2022,3:38,218,74,E Major,0.713,0.487,0.275,0.386,0.113,-9.5,True,5.23,159,8974,12.0,Jagjaguwar
TRK00193,Hollow Lights Forever,Juno Pierce ft. Jace Monroe,Indie,2022,2:50,170,132,B Major,0.33,0.053,0.595,0.689,0.023,-5.3,False,0.81,39,2161,,Secretly Canadian
TRK00194,Sacred Winter,Ember Kade ft. Ember Fox,Hip-Hop,2023,2:33,153,133,F# Minor,0.759,0.386,0.452,0.461,0.252,-7.0,False,0.91,60,2398,,Interscope
TRK00195,Velvet Blues,The Hollow Kings,Pop,2024,2:35,155,61,C# Major,0.6,0.399,0.424,0.336,0.159,-3.2,True,4.28,152,12287,11.0,AWAL
TRK00196,Midnight Summer,Marcus Monroe ft. Devon Blaine,Latin,2018,4:18,258,128,F# Minor,0.389,0.085,0.691,0.764,0.182,-6.6,False,0.53,129,744,16.0,Beggars Group
TRK00197,Lonely Nights,Juno Mack ft. Axel Calloway,Hip-Hop,2023,2:50,170,96,C Major,0.849,0.594,0.343,0.246,0.177,-9.9,False,2.73,175,2813,,Universal Music
TRK00198,Lonely Eyes Still,Sage Monroe,Electronic,2017,3:08,188,138,B Minor,0.752,0.602,0.674,0.397,0.117,-6.8,False,1.77,71,5061,,Dead Oceans
TRK00199,Bitter Mind Now,Devon Steele,Electronic,2020,4:47,287,148,G# Major,0.535,0.424,0.194,0.545,0.194,-12.8,False,2.82,132,5533,40.0,Jagjaguwar
TRK00200,Neon Nights,Kai Stone ft. Zoe Mack,Rock,2021,2:59,179,136,D# Major,0.991,0.715,0.568,0.279,0.162,-15.6,True,18.21,1525,30349,,AWAL
TRK00201,Distant Lies,Cole Mack,Pop,2016,3:40,220,117,D Major,0.71,0.2,0.61,0.429,0.167,-5.2,False,1.0,119,1528,108.0,Sony Music
TRK00202,Ghostly Lies,Cole Drake ft. Finn Ashford,Pop,2017,4:07,247,131,B Minor,0.429,0.466,0.408,0.83,0.09,-3.9,False,12.69,580,9033,,Sony Music
TRK00203,Reckless Chains,Zoe Adler,Rock,2019,4:06,246,78,A# Major,0.507,0.11,0.452,0.713,0.076,-7.2,False,1.97,117,1990,,Dead Oceans
TRK00204,Lost Roads,Asha Drake,Rock,2017,2:36,156,76,A Major,0.689,0.426,0.74,0.353,0.102,-8.9,False,2.29,87,2814,6.0,Warner Music
TRK00205,Quiet Waves,Crater Lake,R&B,2024,3:00,180,112,G Minor,0.642,0.504,0.115,0.65,0.045,-12.2,True,7.77,198,14594,,Dead Oceans
TRK00206,Ghostly Days,Skye Holt,Electronic,2019,3:38,218,134,A Minor,0.888,0.627,0.514,0.328,0.2,-3.4,False,2.9,209,5196,200.0,Secretly Canadian
TRK00207,Cloudy Night,Kai Pierce,Country,2021,4:40,280,123,C# Minor,0.345,0.045,0.695,0.744,0.024,-5.8,False,1.31,116,2432,,Concord
TRK00208,Burning Rain,The Drift,Latin,2024,2:58,178,87,G# Minor,0.649,0.268,0.625,0.583,0.055,-6.5,False,2.62,209,1810,,Warner Music
TRK00209,Golden Heart,Lila Stone,R&B,2021,3:08,188,91,C Major,0.738,0.52,0.276,0.285,0.08,-7.5,False,0.41,44,215,,Big Machine
TRK00210,Velvet Dreams,Lyra Hartley ft. Axel Lowe,Pop,2020,3:43,223,151,B Minor,0.227,0.219,0.522,0.653,0.12,-9.1,False,6.82,275,11306,,Sony Music
TRK00211,Bitter Memories,Vera Reid,Hip-Hop,2024,3:51,231,128,D Major,0.824,0.381,0.396,0.344,0.41700000000000004,-11.4,True,0.08,34,78,,Secretly Canadian
TRK00212,Silver Days,Axel Lowe,Electronic,2018,3:53,233,108,A# Minor,0.466,0.358,0.506,0.554,0.27,-6.6,False,13.06,535,35643,38.0,Concord
TRK00213,Timeless Winter,Indigo Calloway,Electronic,2018,2:55,175,107,D# Minor,0.88,0.36,0.393,0.545,0.087,-9.4,False,9.16,564,14447,26.0,Interscope
TRK00214,Velvet Stars,Rhys Hartley ft. Finn Mack,Pop,2021,3:07,187,109,A# Major,0.386,0.338,0.532,0.599,0.046,-9.0,False,33.51,2311,46243,,Universal Music
TRK00215,Restless Lies,Cleo Kade,Rock,2020,3:35,215,132,C Major,1.0,0.526,0.571,0.205,0.073,-1.5,False,70.93,3574,131930,,Big Machine
TRK00216,Wild Night,Dex Solano,Hip-Hop,2023,4:15,255,128,C# Minor,0.744,0.495,0.39,0.428,0.192,-7.7,True,14.25,1045,29518,,Dead Oceans
TRK00217,Midnight Blues,Velvet Riot,Hip-Hop,2016,3:18,198,127,E Minor,0.419,0.26,0.517,0.813,0.372,-16.1,False,1.8,11,1268,,A24 Sounds
TRK00218,Restless Stars Tonight,Dex Adler,Indie,2022,3:26,206,77,C# Minor,0.528,0.506,0.145,0.458,0.035,-9.4,False,70.77,5150,166546,,Concord
TRK00219,Bitter Summer,Rhys Monroe,Hip-Hop,2022,2:48,168,126,G# Minor,0.434,0.316,0.158,0.459,0.21299999999999997,-11.0,False,0.89,1,751,10.0,Jagjaguwar
TRK00220,Bitter Summer Tonight,Jace Fox,Rock,2024,4:38,278,137,D# Minor,0.69,0.365,0.409,0.615,0.301,-8.0,False,0.36,1,528,,Sub Pop
TRK00221,Midnight Lights Again,The Drift,Rock,2017,3:33,213,85,F Major,0.973,0.683,0.509,0.231,0.095,-12.5,False,45.52,2001,63371,23.0,Sony Music
TRK00222,Sweet Tears Again,Marcus Voss,Rock,2019,4:08,248,75,G Minor,0.538,0.65,0.892,0.667,0.035,-6.0,False,9.04,376,17383,7.0,Warner Music
TRK00223,Ghostly Stars,Midnight Radius,Pop,2024,3:28,208,124,A Major,0.679,0.545,0.587,0.56,0.063,-8.5,False,0.37,67,822,,Jagjaguwar
TRK00224,Lost Memories Now,Cole Cruz ft. Cole Stone,Electronic,2022,3:30,210,134,D Minor,0.713,0.455,0.64,0.553,0.014,-9.2,False,0.72,74,1801,,Sub Pop
TRK00225,Fearless Nights Forever,Midnight Radius,Hip-Hop,2015,2:30,150,145,F# Minor,0.546,0.238,0.283,0.518,0.23399999999999999,-7.0,False,8.3,335,15088,,Sony Music
TRK00226,Sweet Stars,Juno Bane,Electronic,2016,2:05,125,148,G# Major,0.664,0.345,0.476,0.391,0.307,-7.8,False,1.32,57,1172,,Dead Oceans
TRK00227,Faded Days,Lila Calloway ft. River Drake,Pop,2023,4:15,255,129,F Minor,0.603,0.487,0.519,0.278,0.032,-8.0,False,1.64,131,3673,70.0,Concord
TRK00228,Lost Days Again,Midnight Radius,Latin,2021,3:30,210,74,A# Minor,0.358,0.109,0.398,0.594,0.026,-8.3,False,53.86,3363,91400,60.0,A24 Sounds
TRK00229,Lost Mind Now,Juno Bane,R&B,2021,3:35,215,145,F Major,0.49,0.319,0.373,0.615,0.049,-7.6,False,68.21,2236,134532,,Interscope
TRK00230,Neon Stars,Obsidian Coast,Hip-Hop,2024,2:40,160,143,D Minor,0.345,0.426,0.423,0.64,0.516,-6.3,True,5.13,187,8255,,Concord
TRK00231,Velvet Time,Lila Adler ft. Cole Reid,Hip-Hop,2019,2:53,173,136,E Minor,0.715,0.486,0.659,0.291,0.9630000000000001,-6.7,False,3.4,149,5238,,Warner Music
TRK00232,Wild Lies,Electric Fauna,Hip-Hop,2018,4:07,247,103,C Major,0.427,0.126,0.265,0.664,0.35100000000000003,-3.6,True,13.31,1004,29992,15.0,Interscope
TRK00233,Silver Lies Away,Velvet Riot,R&B,2022,4:33,273,81,B Major,0.339,0.525,0.696,0.89,0.029,-9.4,False,2.02,39,3656,63.0,Jagjaguwar
TRK00234,Reckless Echoes,Juno Cain ft. Marcus Quinn,Electronic,2024,3:03,183,92,C Major,0.583,0.626,0.511,0.527,0.081,-6.7,False,0.23,95,613,,Dead Oceans
TRK00235,Electric World Always,Remy West,Electronic,2019,3:53,233,143,C Minor,0.824,0.606,0.385,0.205,0.344,-1.0,False,0.11,1,259,4.0,AWAL
TRK00236,Golden Chains,Skye Voss,Indie,2022,3:34,214,72,D Major,0.613,0.577,0.347,0.662,0.064,-7.6,True,3.82,313,6458,,Dead Oceans
TRK00237,Hollow Lies Now,Remy Voss,Rock,2017,3:22,202,71,G Major,1.0,0.613,0.567,0.107,0.092,-7.5,False,12.89,1024,13347,8.0,Universal Music
TRK00238,Sweet Echoes,Dex Nova,Electronic,2018,4:37,277,81,G Minor,0.658,0.529,0.239,0.651,0.1,-11.9,False,4.2,222,2284,,Dead Oceans
TRK00239,Faded Memories,Petra West ft. Rhys Monroe,Rock,2024,3:10,190,126,B Minor,0.512,0.274,0.537,0.559,0.024,-10.0,False,12.16,783,12324,,Sub Pop
TRK00240,Wasted Dreams Forever,Cleo Ashford ft. Sage Ashford,Electronic,2017,4:14,254,135,B Minor,0.755,0.301,0.549,0.408,0.182,-7.9,True,13.37,1016,16086,18.0,Big Machine
TRK00241,Frozen Dreams,Soren Quinn ft. Axel Bane,Rock,2015,3:41,221,128,C Minor,0.738,0.843,0.119,0.597,0.163,-5.6,True,24.58,1426,19548,,Sony Music
TRK00242,Restless Bones,Nora Steele ft. Lila Laurent,R&B,2023,3:26,206,145,F# Major,0.55,0.161,0.576,0.398,0.017,-5.2,False,5.38,341,11689,,Beggars Group
TRK00243,Timeless Fire,River Bane,Pop,2020,4:19,259,112,G Major,0.425,0.318,0.254,0.534,0.028,-6.4,False,5.95,142,7825,,Secretly Canadian
TRK00244,Broken Nights Still,Mia Solis,Pop,2020,3:38,218,121,F# Minor,0.338,0.26,0.055,0.69,0.038,-4.7,True,3.96,199,2279,10.0,Big Machine
TRK00245,Quiet Time,Theo Wren ft. Marcus West,Hip-Hop,2023,3:23,203,78,C Major,0.921,0.671,0.427,0.246,0.44699999999999995,-11.0,True,3.02,72,4808,,Warner Music
TRK00246,Neon Blues Always,Luna Cruz ft. River Pierce,Country,2018,4:19,259,85,C Major,0.637,0.401,0.688,0.807,0.045,-5.8,False,0.53,1,1304,,Dead Oceans
TRK00247,Fearless Heart Inside,Elijah Hartley,Rock,2022,4:14,254,127,D Minor,0.481,0.302,0.523,0.509,0.113,-7.5,False,19.27,529,26002,63.0,Sub Pop
TRK00248,Fearless Rain,Remy Stone ft. Elijah Kade,Hip-Hop,2019,4:13,253,66,E Major,0.589,0.402,0.592,0.372,0.21299999999999997,-7.1,True,2.51,154,6917,,Concord
TRK00249,Shattered Bones,Ghost Circuit,Hip-Hop,2017,1:30,90,106,G# Minor,0.729,0.541,0.645,0.304,0.261,-8.8,True,2.31,200,6079,6.0,Warner Music
TRK00250,Burning Memories,Electric Fauna,Rock,2022,3:44,224,126,C# Minor,0.828,0.538,0.694,0.365,0.122,-10.8,False,2.08,158,5664,,Sub Pop
TRK00251,Dreams,Axel Holt ft. Lila Mack,Indie,2019,3:35,215,96,D Minor,0.419,0.263,0.348,0.724,0.102,-11.8,False,0.72,31,1562,,AWAL
TRK00252,Wasted Grace,The Pale Hours,Latin,2024,3:26,206,138,B Major,0.982,0.453,0.369,0.13,0.081,-6.4,True,3.8,252,9562,22.0,Dead Oceans
TRK00253,Shattered Echoes,The Drift,Indie,2024,3:50,230,95,G# Major,0.558,0.645,0.373,0.556,0.107,-5.8,True,8.3,233,12221,2.0,Big Machine
TRK00254,Distant Days,Luna Holt,Indie,2023,3:37,217,114,E Minor,0.625,0.481,0.368,0.733,0.098,-8.0,False,1.69,37,3773,,AWAL
TRK00255,Fearless Memories Still,The Pale Hours,Pop,2019,3:53,233,103,C Minor,0.637,0.443,0.483,0.495,0.069,-7.6,False,15.94,1200,16892,,Jagjaguwar
TRK00256,Bitter Eyes Forever,Petra Kade,Hip-Hop,2018,3:17,197,126,C# Major,0.387,0.164,0.77,0.729,0.17400000000000002,-10.0,False,2.55,235,2580,,Warner Music
TRK00257,Burning Skies,Iron Lullaby,Electronic,2024,4:24,264,109,D Major,0.52,0.197,0.779,0.811,0.369,-5.7,False,0.58,1,1658,,AWAL
TRK00258,Fearless Days,Vera Drake,Electronic,2021,3:57,237,154,E Minor,0.965,0.748,0.448,0.144,0.058,-7.3,False,24.92,996,46651,,Concord
TRK00259,Lonely Nights Still,River Fox,Pop,2022,3:48,228,110,G# Major,0.576,0.352,0.277,0.448,0.245,-8.8,False,5.44,142,3694,,Interscope
TRK00260,Faded Winter Together,Rhys Stone ft. Cleo Cruz,R&B,2023,3:46,226,115,F Major,0.353,0.316,0.423,0.661,0.047,-4.5,False,12.97,713,12882,10.0,A24 Sounds
TRK00261,Blazing Bones,The Drift,Pop,2019,4:11,251,131,G# Major,0.662,0.241,0.541,0.407,0.157,-5.2,False,13.1,589,21658,,Universal Music
TRK00262,Frozen Waves,Cole Solis,Hip-Hop,2017,4:06,246,108,A# Major,0.735,0.694,0.549,0.193,1.0,-12.9,False,1.2,43,3137,,Warner Music
TRK00263,Neon Echoes,Theo Monroe,Hip-Hop,2022,3:23,203,84,G Major,0.718,0.593,0.544,0.442,0.189,-7.3,True,2.13,113,5835,,Sony Music
TRK00264,Dark Waves,The Drift,Indie,2022,4:05,245,120,B Major,0.725,0.46,0.522,0.446,0.048,-10.9,False,16.11,946,12624,,Interscope
TRK00265,Frozen Time,Ghost Circuit,R&B,2019,3:34,214,135,B Minor,0.396,0.323,0.511,0.661,0.058,-7.0,False,44.96,2723,29452,1.0,Secretly Canadian
TRK00266,Lost Stars,Axel Pierce ft. Aria Solano,Rock,2022,4:40,280,79,F Major,0.649,0.526,0.851,0.51,0.081,-18.5,False,4.56,290,3667,12.0,Jagjaguwar
TRK00267,Quiet Dreams,Electric Fauna,R&B,2023,4:09,249,145,E Major,0.491,0.132,0.845,0.638,0.106,-6.8,True,1.87,76,4073,16.0,Jagjaguwar
TRK00268,Bitter Night,Lyra Drake,R&B,2020,3:03,183,128,F Major,0.433,0.516,0.439,0.496,0.08,-5.0,True,37.04,1652,67860,2.0,A24 Sounds
TRK00269,Electric Lights,Ghost Circuit,Hip-Hop,2019,4:56,296,89,D# Minor,0.32,0.276,0.54,0.779,0.177,-7.9,True,1.83,79,4290,,Big Machine
TRK00270,Dark Fire,Rhys Holt,R&B,2023,2:07,127,87,B Major,0.108,0.0,0.391,0.981,0.392,-11.6,False,6.47,301,12832,,A24 Sounds
TRK00271,Midnight Heart,Iron Lullaby,Pop,2023,3:51,231,123,G# Major,0.785,0.357,0.8,0.18,0.07,-1.0,True,2.42,287,1790,17.0,Universal Music
TRK00272,Fearless Fire,Skye Adler ft. Skye Stone,Rock,2024,3:01,181,151,G Minor,0.848,0.689,0.759,0.497,0.05,-3.5,False,6.02,216,6887,7.0,Sony Music
TRK00273,Broken Summer Tonight,Velvet Riot,Pop,2017,4:39,279,131,A# Minor,0.488,0.347,0.223,0.461,0.16,-9.4,True,1.2,28,1594,67.0,Dead Oceans
TRK00274,Wasted Love Still,Luna Nova ft. Petra Vale,Hip-Hop,2024,3:37,217,134,A Minor,0.836,0.611,0.677,0.195,0.486,-8.4,False,2.61,77,5922,,AWAL
TRK00275,Broken Tears,Electric Fauna,Rock,2023,2:57,177,77,G Major,0.686,0.45,0.74,0.475,0.254,-14.4,False,1.87,99,3725,,A24 Sounds
TRK00276,Timeless Lies,Skye Reid,Pop,2022,3:17,197,81,E Major,0.656,0.286,0.801,0.539,0.384,-5.8,True,9.93,619,28469,11.0,Warner Music
TRK00277,Fearless Bones Again,Luna Nova,Rock,2019,3:00,180,122,E Major,0.803,0.593,0.336,0.451,0.108,-12.3,False,5.12,146,4422,,Sony Music
TRK00278,Lost Night,River Pierce ft. Juno Fox,Electronic,2015,3:15,195,86,D# Minor,0.726,0.444,0.594,0.487,0.065,-5.2,False,12.73,621,36236,,Interscope
TRK00279,Wasted Memories,Static Bloom,Electronic,2021,3:15,195,134,D# Major,0.841,0.544,0.38,0.265,0.018,-3.9,False,1.43,130,1502,,A24 Sounds
TRK00280,Distant Night,Marcus Laurent,Pop,2019,2:58,178,125,G# Major,0.833,0.874,0.409,0.347,0.039,-7.7,False,3.16,168,4293,,Dead Oceans
TRK00281,Fearless Blues,Marcus Steele,Pop,2019,3:37,217,88,C# Major,0.31,0.323,0.416,0.714,0.097,-11.2,False,9.32,699,5465,,Dead Oceans
TRK00282,Crimson Stars,Electric Fauna,Hip-Hop,2024,3:42,222,86,A Minor,0.354,0.36,0.24,0.738,0.096,-3.1,False,12.95,792,16075,10.0,Warner Music
TRK00283,Crimson Tears,Sage Voss ft. River Kade,Indie,2017,2:49,169,127,G# Major,0.325,0.592,0.526,0.748,0.023,-7.5,False,0.63,73,629,,A24 Sounds
TRK00284,Crimson World,Skye Nova,Indie,2024,2:24,144,90,F# Major,0.619,0.456,0.576,0.444,0.087,-7.2,False,6.41,352,6686,,Secretly Canadian
TRK00285,Burning Fire Tonight,Sage Solis,Hip-Hop,2021,3:39,219,130,D# Minor,0.495,0.339,0.536,0.562,0.45899999999999996,-10.8,True,1.45,89,2799,1.0,Universal Music
TRK00286,Frozen Blues,Ghost Circuit,Electronic,2023,3:47,227,95,A Minor,1.0,0.555,0.656,0.0,0.067,-6.8,False,13.76,922,33739,,Secretly Canadian
TRK00287,Broken Eyes,Echo Chamber,Rock,2019,3:55,235,121,F# Minor,0.88,0.509,0.75,0.396,0.168,-8.2,False,46.46,1649,109756,,Sony Music
TRK00288,Lost Rain Forever,Ghost Circuit,Latin,2022,3:48,228,141,A# Minor,0.817,0.244,0.152,0.382,0.134,-12.1,False,0.14,42,360,,Warner Music
TRK00289,Lonely Silence,Aria Voss,Pop,2021,4:27,267,75,F# Major,0.547,0.466,0.309,0.286,0.206,-2.8,False,1.78,31,4144,,Concord
TRK00290,Shattered Winter,Ember Hartley,Rock,2024,4:05,245,131,B Minor,0.828,0.361,0.295,0.433,0.467,-1.3,False,5.98,206,17588,35.0,Sony Music
TRK00291,Distant Memories,Petra Shaw ft. Axel West,Electronic,2018,5:09,309,75,E Major,0.874,0.694,0.798,0.294,0.664,-3.9,True,4.1,330,2239,,Beggars Group
TRK00292,Velvet Lights,Sage Drake,Hip-Hop,2018,5:25,325,140,B Minor,0.862,0.554,0.576,0.198,0.44099999999999995,-4.5,False,13.96,607,41457,86.0,Warner Music
TRK00293,Midnight Time,Axel Mack ft. River Solis,Pop,2024,2:20,140,127,F Major,0.728,0.491,0.626,0.295,0.057,-1.3,False,4.7,202,7165,138.0,A24 Sounds
TRK00294,Faded Silence,Midnight Radius,Pop,2017,2:04,124,127,A Minor,0.586,0.375,0.492,0.449,0.086,-11.2,False,2.06,74,3490,,Big Machine
TRK00295,Hollow Memories,Dex Solis,Rock,2022,3:27,207,62,A# Minor,1.0,0.844,0.196,0.088,0.289,-11.2,False,1.11,1,2157,,Secretly Canadian
TRK00296,Sweet Roads Inside,Vera Laurent,Electronic,2016,3:46,226,119,F# Major,0.468,0.474,0.609,0.53,0.04,-9.0,False,0.87,118,453,,Concord
TRK00297,Frozen Tears Again,Rhys Nova ft. Remy Blaine,Electronic,2016,3:24,204,123,G Major,1.0,0.646,0.518,0.404,0.261,-6.5,False,1.55,59,1479,16.0,A24 Sounds
TRK00298,Broken Time Tonight,Rhys Quinn ft. Cole Reid,Pop,2022,3:54,234,110,D Minor,0.6,0.264,0.245,0.565,0.072,-8.5,True,2.01,55,3246,,Sony Music
TRK00299,Shattered Rain,Zoe Holt,Indie,2021,3:17,197,146,E Major,0.28,0.311,0.415,1.0,0.098,-11.1,False,6.88,281,16675,10.0,A24 Sounds
TRK00300,Lonely Days,Zoe Holt,Hip-Hop,2022,3:01,181,117,B Minor,0.567,0.232,0.302,0.573,0.129,-7.5,True,3.43,216,9176,12.0,Warner Music
TRK00301,Velvet Night,Sage Solano,Latin,2021,3:06,186,105,F Major,0.801,0.303,0.627,0.429,0.028,-7.8,False,1.79,63,1556,,Jagjaguwar
TRK00302,Sweet Tears Still,The Pale Hours,Pop,2023,3:19,199,83,C# Minor,0.454,0.365,0.448,0.531,0.066,-4.6,False,1.14,44,1319,,Warner Music
TRK00303,Timeless Memories,Ghost Circuit,Indie,2024,3:59,239,135,G Minor,0.607,0.565,0.546,0.494,0.233,-7.3,False,1.7,33,3431,,Secretly Canadian
TRK00304,Timeless Love,Ghost Circuit,Country,2019,3:09,189,118,A Major,0.342,0.166,0.587,0.717,0.047,-14.2,True,1.99,34,2790,,Sub Pop
TRK00305,Electric Memories,The Drift,Indie,2019,3:16,196,133,G# Minor,0.389,0.309,0.283,0.763,0.298,-6.2,True,1.56,61,1941,4.0,A24 Sounds
TRK00306,Quiet Days,Indigo Solano,R&B,2019,3:49,229,128,A Minor,0.619,0.344,0.239,0.499,0.052,-2.0,True,9.92,389,14466,16.0,Concord
TRK00307,Wild Fire,Petra Laurent,Hip-Hop,2023,3:19,199,79,C Minor,0.6,0.491,0.198,0.562,0.10500000000000001,-7.4,True,24.99,1331,56327,,Beggars Group
TRK00308,Sacred World Now,Indigo Laurent,Electronic,2020,4:09,249,80,B Minor,0.602,0.545,0.641,0.556,0.101,-4.0,False,0.9,1,896,,Big Machine
TRK00309,Hollow Love Now,Elijah Steele ft. Mia Adler,Rock,2022,2:52,172,135,F# Minor,0.663,0.394,0.761,0.433,0.141,-9.3,True,17.99,591,11779,,Universal Music
